scope,threshold,gate,status,values
symbol-0-fold-3,2,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.85, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-3,2,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.65, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-3,2,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 21, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-0-fold-3,2,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 13, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-0-fold-3,2,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.139715737156699, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-3,2,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 10.269974750942879, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-3,2,throughputRatioMin,FAIL,"{""baseline"": 57, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-0-fold-3,2,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.7017543859649122, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-3,5,precision1RatioMin,PASS,"{""baseline"": 0.85, ""candidate"": 0.85, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,5,precision2RatioMin,PASS,"{""baseline"": 0.65, ""candidate"": 0.65, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 21, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 21, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-3,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 13, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 13, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-3,5,adverseMeanRatioMax,FAIL,"{""baseline"": 2.139715737156699, ""candidate"": 2.139715737156699, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-0-fold-3,5,adverseES95RatioMax,PASS,"{""baseline"": 10.269974750942879, ""candidate"": 10.269974750942879, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,5,throughputRatioMin,PASS,"{""baseline"": 57, ""candidate"": 57, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.7017543859649122, ""baseline"": 0.7017543859649122, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-0-fold-3,10,precision1RatioMin,PASS,"{""baseline"": 0.85, ""candidate"": 0.85, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,10,precision2RatioMin,PASS,"{""baseline"": 0.65, ""candidate"": 0.65, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 21, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 21, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-3,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 13, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 13, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-3,10,adverseMeanRatioMax,FAIL,"{""baseline"": 2.139715737156699, ""candidate"": 2.139715737156699, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-0-fold-3,10,adverseES95RatioMax,PASS,"{""baseline"": 10.269974750942879, ""candidate"": 10.269974750942879, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,10,throughputRatioMin,PASS,"{""baseline"": 57, ""candidate"": 57, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-3,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.7017543859649122, ""baseline"": 0.7017543859649122, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-0-fold-4,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8611111111111112, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.8055555555555556, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 18, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-0-fold-4,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-0-fold-4,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 1.8273559185274708, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 8.55623100303951, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,1,throughputRatioMin,FAIL,"{""baseline"": 51, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-0-fold-4,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.7058823529411765, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,2,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8611111111111112, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,2,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.8055555555555556, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,2,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 18, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-0-fold-4,2,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-0-fold-4,2,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 1.8273559185274708, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,2,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 8.55623100303951, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,2,throughputRatioMin,FAIL,"{""baseline"": 51, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-0-fold-4,2,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.7058823529411765, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-0-fold-4,5,precision1RatioMin,PASS,"{""baseline"": 0.8611111111111112, ""candidate"": 0.8611111111111112, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,5,precision2RatioMin,PASS,"{""baseline"": 0.8055555555555556, ""candidate"": 0.8055555555555556, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 18, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 18, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-4,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 9, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-4,5,adverseMeanRatioMax,FAIL,"{""baseline"": 1.8273559185274708, ""candidate"": 1.8273559185274708, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-0-fold-4,5,adverseES95RatioMax,PASS,"{""baseline"": 8.55623100303951, ""candidate"": 8.55623100303951, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,5,throughputRatioMin,PASS,"{""baseline"": 51, ""candidate"": 51, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.7058823529411765, ""baseline"": 0.7058823529411765, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-0-fold-4,10,precision1RatioMin,PASS,"{""baseline"": 0.8611111111111112, ""candidate"": 0.8611111111111112, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,10,precision2RatioMin,PASS,"{""baseline"": 0.8055555555555556, ""candidate"": 0.8055555555555556, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 18, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 18, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-4,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 9, ""operator"": "">="", ""status"": ""PASS""}"
symbol-0-fold-4,10,adverseMeanRatioMax,FAIL,"{""baseline"": 1.8273559185274708, ""candidate"": 1.8273559185274708, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-0-fold-4,10,adverseES95RatioMax,PASS,"{""baseline"": 8.55623100303951, ""candidate"": 8.55623100303951, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,10,throughputRatioMin,PASS,"{""baseline"": 51, ""candidate"": 51, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-0-fold-4,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.7058823529411765, ""baseline"": 0.7058823529411765, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-1-fold-1,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.75, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-1,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.5, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-1,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-1-fold-1,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-1-fold-1,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 1.9131881516612408, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-1,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 2.626970227670755, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-1,1,throughputRatioMin,FAIL,"{""baseline"": 8, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-1-fold-1,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.5, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-1,2,precision1RatioMin,PASS,"{""baseline"": 0.75, ""candidate"": 0.75, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,2,precision2RatioMin,PASS,"{""baseline"": 0.5, ""candidate"": 0.5, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,2,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-1-fold-1,2,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-1-fold-1,2,adverseMeanRatioMax,FAIL,"{""baseline"": 1.9131881516612408, ""candidate"": 1.9131881516612408, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-1-fold-1,2,adverseES95RatioMax,PASS,"{""baseline"": 2.626970227670755, ""candidate"": 2.626970227670755, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,2,throughputRatioMin,PASS,"{""baseline"": 8, ""candidate"": 8, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,2,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.5, ""baseline"": 0.5, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-1-fold-1,5,precision1RatioMin,PASS,"{""baseline"": 0.75, ""candidate"": 0.75, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,5,precision2RatioMin,PASS,"{""baseline"": 0.5, ""candidate"": 0.5, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-1-fold-1,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-1-fold-1,5,adverseMeanRatioMax,FAIL,"{""baseline"": 1.9131881516612408, ""candidate"": 1.9131881516612408, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-1-fold-1,5,adverseES95RatioMax,PASS,"{""baseline"": 2.626970227670755, ""candidate"": 2.626970227670755, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,5,throughputRatioMin,PASS,"{""baseline"": 8, ""candidate"": 8, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.5, ""baseline"": 0.5, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-1-fold-1,10,precision1RatioMin,PASS,"{""baseline"": 0.75, ""candidate"": 0.75, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,10,precision2RatioMin,PASS,"{""baseline"": 0.5, ""candidate"": 0.5, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-1-fold-1,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 1, ""operator"": "">="", ""status"": ""PASS""}"
symbol-1-fold-1,10,adverseMeanRatioMax,FAIL,"{""baseline"": 1.9131881516612408, ""candidate"": 1.9131881516612408, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-1-fold-1,10,adverseES95RatioMax,PASS,"{""baseline"": 2.626970227670755, ""candidate"": 2.626970227670755, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,10,throughputRatioMin,PASS,"{""baseline"": 8, ""candidate"": 8, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-1-fold-1,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.5, ""baseline"": 0.5, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-1-fold-2,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8181818181818182, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-2,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.7272727272727273, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-2,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-1-fold-2,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-1-fold-2,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.318812708311301, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-2,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 5.604203152364273, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-2,1,throughputRatioMin,FAIL,"{""baseline"": 15, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-1-fold-2,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.7333333333333333, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-2,2,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8181818181818182, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-2,2,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.7272727272727273, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-1-fold-2,2,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-1-fold-2,2,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 1, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
