session,timestamp,candidateSymbols,opportunityEvents,initialSymbols,dipSymbols,pricedReferenceSymbols,symbols
2024-10-16,2024-10-16T10:25:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T10:30:00+09:00,4,4,4,0,3,135A0 40570 50250 55910
2024-10-16,2024-10-16T10:35:00+09:00,1,1,0,1,1,40570
2024-10-16,2024-10-16T10:40:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T10:45:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T10:50:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T10:55:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T11:00:00+09:00,4,4,4,0,4,38030 44340 49180 52460
2024-10-16,2024-10-16T11:05:00+09:00,2,2,0,2,2,38030 44340
2024-10-16,2024-10-16T11:10:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T11:15:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T11:20:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T11:25:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T11:30:00+09:00,3,3,3,0,0,192A0 43080 95630
2024-10-16,2024-10-16T12:30:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T12:35:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T12:40:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T12:45:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T12:50:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T12:55:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:00:00+09:00,2,2,2,0,2,80250 87060
2024-10-16,2024-10-16T13:05:00+09:00,1,1,0,1,1,87060
2024-10-16,2024-10-16T13:10:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:15:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:20:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:25:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:30:00+09:00,3,3,3,0,3,24840 45700 78680
2024-10-16,2024-10-16T13:35:00+09:00,1,1,0,1,1,78680
2024-10-16,2024-10-16T13:40:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:45:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:50:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T13:55:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:00:00+09:00,2,2,2,0,0,46730 65740
2024-10-16,2024-10-16T14:05:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:10:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:15:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:20:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:25:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:30:00+09:00,3,3,3,0,2,246A0 50260 92520
2024-10-16,2024-10-16T14:35:00+09:00,1,1,0,1,1,246A0
2024-10-16,2024-10-16T14:40:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:45:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:50:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T14:55:00+09:00,0,0,0,0,0,
2024-10-16,2024-10-16T15:00:00+09:00,4,4,4,0,0,148A0 21560 37790 43720
2024-10-17,2024-10-17T09:00:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:05:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:10:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:15:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:20:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:25:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:30:00+09:00,5,5,5,0,5,219A0 24840 39850 40540 58850
2024-10-17,2024-10-17T09:35:00+09:00,2,2,0,2,2,39850 58850
2024-10-17,2024-10-17T09:40:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:45:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:50:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T09:55:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:00:00+09:00,5,5,5,0,5,149A0 228A0 45700 94390 98120
2024-10-17,2024-10-17T10:05:00+09:00,2,2,0,2,2,45700 98120
2024-10-17,2024-10-17T10:10:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:15:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:20:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:25:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:30:00+09:00,5,5,5,0,5,14010 29360 36970 38400 78860
2024-10-17,2024-10-17T10:35:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:40:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:45:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:50:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T10:55:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T11:00:00+09:00,3,3,3,0,2,260A0 36860 70820
2024-10-17,2024-10-17T11:05:00+09:00,1,1,0,1,1,36860
2024-10-17,2024-10-17T11:10:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T11:15:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T11:20:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T11:25:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T11:30:00+09:00,5,5,5,0,0,148A0 31370 37790 60850 64670
2024-10-17,2024-10-17T12:30:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T12:35:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T12:40:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T12:45:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T12:50:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T12:55:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:00:00+09:00,2,2,2,0,2,36470 40570
2024-10-17,2024-10-17T13:05:00+09:00,1,1,0,1,1,40570
2024-10-17,2024-10-17T13:10:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:15:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:20:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:25:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:30:00+09:00,3,3,3,0,3,33500 55950 70830
2024-10-17,2024-10-17T13:35:00+09:00,1,1,0,1,1,55950
2024-10-17,2024-10-17T13:40:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:45:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:50:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T13:55:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:00:00+09:00,2,2,2,0,1,49600 79970
2024-10-17,2024-10-17T14:05:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:10:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:15:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:20:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:25:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:30:00+09:00,1,1,1,0,0,73790
2024-10-17,2024-10-17T14:35:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:40:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:45:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:50:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T14:55:00+09:00,0,0,0,0,0,
2024-10-17,2024-10-17T15:00:00+09:00,2,2,2,0,0,36280 47710
2024-10-18,2024-10-18T09:00:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:05:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:10:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:15:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:20:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:25:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:30:00+09:00,5,5,5,0,5,17110 38030 41740 60480 73520
2024-10-18,2024-10-18T09:35:00+09:00,1,1,0,1,1,38030
2024-10-18,2024-10-18T09:40:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:45:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:50:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T09:55:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:00:00+09:00,4,4,4,0,4,23340 31890 39360 95630
2024-10-18,2024-10-18T10:05:00+09:00,2,2,0,2,2,23340 39360
2024-10-18,2024-10-18T10:10:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:15:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:20:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:25:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:30:00+09:00,2,2,2,0,1,69820 94390
2024-10-18,2024-10-18T10:35:00+09:00,1,1,0,1,1,94390
2024-10-18,2024-10-18T10:40:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:45:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:50:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T10:55:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T11:00:00+09:00,4,4,4,0,4,190A0 39100 44270 77070
2024-10-18,2024-10-18T11:05:00+09:00,2,2,0,2,2,190A0 77070
2024-10-18,2024-10-18T11:10:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T11:15:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T11:20:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T11:25:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T11:30:00+09:00,3,3,3,0,0,260A0 61770 68030
2024-10-18,2024-10-18T12:30:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T12:35:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T12:40:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T12:45:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T12:50:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T12:55:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:00:00+09:00,3,3,3,0,2,43600 49600 67750
2024-10-18,2024-10-18T13:05:00+09:00,2,2,0,2,2,49600 67750
2024-10-18,2024-10-18T13:10:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:15:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:20:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:25:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:30:00+09:00,3,3,3,0,1,137A0 32670 36910
2024-10-18,2024-10-18T13:35:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:40:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:45:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:50:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T13:55:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:00:00+09:00,2,2,2,0,1,142A0 93450
2024-10-18,2024-10-18T14:05:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:10:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:15:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:20:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:25:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:30:00+09:00,3,3,3,0,3,29010 86170 88940
2024-10-18,2024-10-18T14:35:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:40:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:45:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:50:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T14:55:00+09:00,0,0,0,0,0,
2024-10-18,2024-10-18T15:00:00+09:00,3,3,3,0,0,19450 29340 38400
2024-10-21,2024-10-21T09:00:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:05:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:10:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:15:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:20:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:25:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:30:00+09:00,5,5,5,0,4,138A0 23340 32230 61770 65740
2024-10-21,2024-10-21T09:35:00+09:00,1,1,0,1,1,23340
2024-10-21,2024-10-21T09:40:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:45:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:50:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T09:55:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:00:00+09:00,5,5,5,0,5,29360 45060 56160 71160 93430
2024-10-21,2024-10-21T10:05:00+09:00,1,1,0,1,1,56160
2024-10-21,2024-10-21T10:10:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:15:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:20:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:25:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:30:00+09:00,4,4,4,0,3,198A0 260A0 66960 92520
2024-10-21,2024-10-21T10:35:00+09:00,2,2,0,2,2,260A0 66960
2024-10-21,2024-10-21T10:40:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:45:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:50:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T10:55:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T11:00:00+09:00,3,3,3,0,2,168A0 71350 90820
2024-10-21,2024-10-21T11:05:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T11:10:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T11:15:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T11:20:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T11:25:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T11:30:00+09:00,5,5,5,0,0,29380 46900 92210 95630 98570
2024-10-21,2024-10-21T12:30:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T12:35:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T12:40:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T12:45:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T12:50:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T12:55:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:00:00+09:00,4,4,4,0,4,241A0 55820 73450 86140
2024-10-21,2024-10-21T13:05:00+09:00,1,1,0,1,1,55820
2024-10-21,2024-10-21T13:10:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:15:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:20:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:25:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:30:00+09:00,4,4,4,0,3,40570 44920 76980 88940
2024-10-21,2024-10-21T13:35:00+09:00,1,1,0,1,1,88940
2024-10-21,2024-10-21T13:40:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:45:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:50:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T13:55:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:00:00+09:00,2,2,2,0,2,36390 41980
2024-10-21,2024-10-21T14:05:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:10:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:15:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:20:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:25:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:30:00+09:00,4,4,4,0,2,64670 65580 70500 92590
2024-10-21,2024-10-21T14:35:00+09:00,1,1,0,1,1,64670
2024-10-21,2024-10-21T14:40:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:45:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:50:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T14:55:00+09:00,0,0,0,0,0,
2024-10-21,2024-10-21T15:00:00+09:00,3,3,3,0,0,21560 39970 60850
2024-10-22,2024-10-22T09:00:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:05:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:10:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:15:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:20:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:25:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:30:00+09:00,5,5,5,0,5,153A0 29360 48890 66960 73570
2024-10-22,2024-10-22T09:35:00+09:00,4,4,0,4,4,153A0 48890 66960 73570
2024-10-22,2024-10-22T09:40:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:45:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:50:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T09:55:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:00:00+09:00,5,5,5,0,4,190A0 21560 56160 58920 62370
2024-10-22,2024-10-22T10:05:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:10:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:15:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:20:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:25:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:30:00+09:00,4,4,4,0,3,148A0 26560 71160 94390
2024-10-22,2024-10-22T10:35:00+09:00,1,1,0,1,1,94390
2024-10-22,2024-10-22T10:40:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:45:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:50:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T10:55:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T11:00:00+09:00,5,5,5,0,3,31850 41700 42880 49600 69300
2024-10-22,2024-10-22T11:05:00+09:00,1,1,0,1,1,41700
2024-10-22,2024-10-22T11:10:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T11:15:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T11:20:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T11:25:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T11:30:00+09:00,3,3,3,0,0,39290 65580 95630
2024-10-22,2024-10-22T12:30:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T12:35:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T12:40:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T12:45:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T12:50:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T12:55:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:00:00+09:00,4,4,4,0,4,31370 44160 55820 60850
2024-10-22,2024-10-22T13:05:00+09:00,1,1,0,1,1,31370
2024-10-22,2024-10-22T13:10:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:15:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:20:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:25:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:30:00+09:00,2,2,2,0,2,34220 96910
2024-10-22,2024-10-22T13:35:00+09:00,1,1,0,1,1,96910
2024-10-22,2024-10-22T13:40:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:45:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:50:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T13:55:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:00:00+09:00,3,3,3,0,2,47600 55350 61810
2024-10-22,2024-10-22T14:05:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:10:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:15:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:20:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:25:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:30:00+09:00,3,3,3,0,2,42640 43160 70620
2024-10-22,2024-10-22T14:35:00+09:00,1,1,0,1,1,43160
2024-10-22,2024-10-22T14:40:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:45:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:50:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T14:55:00+09:00,0,0,0,0,0,
2024-10-22,2024-10-22T15:00:00+09:00,2,2,2,0,0,21620 34090
2024-10-23,2024-10-23T09:00:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:05:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:10:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:15:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:20:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:25:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:30:00+09:00,5,5,5,0,5,37600 37790 44900 73450 77110
2024-10-23,2024-10-23T09:35:00+09:00,4,4,0,4,4,37600 37790 44900 77110
2024-10-23,2024-10-23T09:40:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:45:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:50:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T09:55:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:00:00+09:00,5,5,5,0,5,241A0 34090 64670 66960 77760
2024-10-23,2024-10-23T10:05:00+09:00,3,3,0,3,3,34090 66960 77760
2024-10-23,2024-10-23T10:10:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:15:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:20:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:25:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:30:00+09:00,5,5,5,0,4,21560 23230 260A0 29360 94390
2024-10-23,2024-10-23T10:35:00+09:00,2,2,0,2,2,260A0 29360
2024-10-23,2024-10-23T10:40:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:45:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:50:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T10:55:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T11:00:00+09:00,3,3,3,0,3,60850 61900 73570
2024-10-23,2024-10-23T11:05:00+09:00,2,2,0,2,2,60850 73570
2024-10-23,2024-10-23T11:10:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T11:15:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T11:20:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T11:25:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T11:30:00+09:00,4,4,4,0,0,151A0 40130 50250 60990
2024-10-23,2024-10-23T12:30:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T12:35:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T12:40:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T12:45:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T12:50:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T12:55:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:00:00+09:00,2,2,2,0,1,24370 33500
2024-10-23,2024-10-23T13:05:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:10:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:15:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:20:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:25:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:30:00+09:00,3,3,3,0,2,23340 254A0 42550
2024-10-23,2024-10-23T13:35:00+09:00,1,1,0,1,1,42550
2024-10-23,2024-10-23T13:40:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:45:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:50:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T13:55:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:00:00+09:00,4,4,4,0,2,40690 43930 60260 88940
2024-10-23,2024-10-23T14:05:00+09:00,2,2,0,2,2,43930 88940
2024-10-23,2024-10-23T14:10:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:15:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:20:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:25:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:30:00+09:00,2,2,2,0,2,71160 72730
2024-10-23,2024-10-23T14:35:00+09:00,2,2,0,2,2,71160 72730
2024-10-23,2024-10-23T14:40:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:45:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:50:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T14:55:00+09:00,0,0,0,0,0,
2024-10-23,2024-10-23T15:00:00+09:00,1,1,1,0,0,38400
2024-10-24,2024-10-24T09:00:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:05:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:10:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:15:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:20:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:25:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:30:00+09:00,5,5,5,0,5,31850 31890 38400 43780 45820
2024-10-24,2024-10-24T09:35:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:40:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:45:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:50:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T09:55:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T10:00:00+09:00,5,5,5,0,3,148A0 42550 43700 44160 72730
2024-10-24,2024-10-24T10:05:00+09:00,1,1,0,1,1,42550
2024-10-24,2024-10-24T10:10:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T10:15:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T10:20:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T10:25:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T10:30:00+09:00,3,3,3,0,3,15140 17300 37930
2024-10-24,2024-10-24T10:35:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T10:40:00+09:00,0,0,0,0,0,
2024-10-24,2024-10-24T10:45:00+09:00,0,0,0,0,0,
