symbol,dailyAvailable60,dailyHM60,intradayAvailable60,intradayHM60,archivalUniqueAvailable60,archivalUniqueHM60,validatedHandoff
33500,4,1,5,4,8,5,False
33520,4,1,1,0,4,1,False
33530,4,0,1,0,4,0,False
33550,4,1,1,1,4,1,False
33560,0,0,0,0,0,0,False
33580,4,0,1,0,4,0,False
33590,4,0,1,0,4,0,False
335A0,0,0,4,3,4,3,False
33600,4,1,4,3,7,3,False
33610,4,0,1,0,4,0,False
336A0,0,0,4,4,4,4,False
33700,4,0,4,1,7,1,False
33710,4,1,1,1,4,1,False
33720,4,0,1,0,4,0,False
33740,4,0,1,0,4,0,False
33750,4,1,1,0,4,1,False
33770,4,0,1,0,4,0,False
33820,4,1,5,4,8,4,False
33860,4,0,1,0,4,0,False
33870,4,1,4,2,7,3,False
33880,4,1,1,1,4,1,False
338A0,0,0,4,3,4,3,False
33900,0,0,0,0,0,0,False
33910,4,1,4,4,7,4,False
33920,4,0,1,0,4,0,False
33930,4,1,1,1,4,1,False
33950,4,1,4,4,7,4,False
33960,4,0,1,0,4,0,False
33970,4,1,4,4,7,4,False
33990,4,1,4,3,7,4,False
339A0,0,0,1,0,1,0,False
34010,4,1,4,4,7,4,False
34020,4,1,5,5,8,5,False
34050,4,1,5,4,8,4,False
34070,4,1,5,4,8,4,False
34090,4,0,4,3,7,3,False
340A0,0,0,4,4,4,4,False
34150,4,0,4,4,7,4,False
34160,4,1,1,0,4,1,False
34170,4,0,1,1,4,1,False
34180,4,0,1,1,4,1,False
341A0,0,0,4,3,4,3,False
34200,4,0,1,0,4,0,False
34210,4,1,1,0,4,1,False
34220,4,0,1,0,4,0,False
34230,4,0,1,0,4,0,False
34260,0,0,0,0,0,0,False
34310,4,1,4,4,7,4,False
34330,4,1,4,4,7,4,False
34340,4,1,1,0,4,1,False
34350,4,0,1,0,4,0,False
34360,4,0,5,4,8,4,False
34370,4,0,0,0,4,0,False
34390,4,0,1,0,4,0,False
343A0,0,0,1,1,1,1,False
34400,4,1,1,0,4,1,False
34410,4,0,1,1,4,1,False
34430,4,0,4,4,7,4,False
34440,4,0,1,1,4,1,False
34450,4,1,4,4,7,4,False
34460,4,0,1,1,4,1,False
34470,4,0,1,0,4,0,False
34490,4,1,1,1,4,1,False
34520,4,1,4,3,7,3,False
34540,4,0,1,0,4,0,False
34570,4,1,4,0,7,1,False
34580,4,1,0,0,4,1,False
34610,4,0,1,0,4,0,False
34640,0,0,0,0,0,0,False
34650,4,0,4,3,7,3,False
34670,4,1,1,1,4,1,False
34690,4,0,4,1,7,1,False
34740,4,0,1,0,4,0,False
34750,4,1,4,3,7,3,False
34770,4,0,1,0,4,0,False
34790,4,1,4,4,7,4,False
34800,4,1,1,1,4,1,False
34820,4,0,4,4,7,4,False
34840,4,1,1,0,4,1,False
34860,4,0,4,4,7,4,False
34890,4,0,1,1,4,1,False
34900,4,1,1,0,4,1,False
34910,4,1,4,4,7,4,False
34940,4,1,1,0,4,1,False
34950,4,0,1,1,4,1,False
34960,4,1,4,1,7,1,False
34970,4,0,1,0,4,0,False
34980,4,0,4,4,7,4,False
35010,4,0,1,0,4,0,False
350A0,0,0,4,4,4,4,False
35120,4,0,1,0,4,0,False
35130,4,0,1,1,4,1,False
35210,4,0,1,0,4,0,False
35240,4,1,1,0,4,1,False
35260,4,1,1,0,4,1,False
35280,0,0,0,0,0,0,False
35290,2,1,1,1,2,1,False
352A0,0,0,4,4,4,4,False
35360,4,0,1,0,4,0,False
35370,4,0,1,0,4,0,False
35380,4,1,1,0,4,1,False
35390,4,1,4,1,7,1,False
35400,4,1,4,1,7,2,False
35410,4,0,4,3,7,3,False
35420,4,1,4,3,7,3,False
35430,4,1,4,2,7,3,False
35440,4,1,1,0,4,1,False
35460,4,1,1,0,4,1,False
35470,4,1,4,3,7,3,False
35480,4,1,1,0,4,1,False
35490,4,1,4,3,7,3,False
35500,4,0,1,0,4,0,False
35510,4,0,1,1,4,1,False
35530,4,1,1,0,4,1,False
35560,4,1,4,2,7,2,False
35570,4,0,1,0,4,0,False
35580,4,1,4,3,7,3,False
35590,4,0,4,1,7,1,False
35600,4,1,1,0,4,1,False
35610,4,1,4,4,7,4,False
35620,4,1,1,0,4,1,False
35630,4,1,5,5,8,5,False
35650,4,1,4,3,7,3,False
35660,4,1,1,0,4,1,False
35690,4,1,4,4,7,4,False
35710,4,1,1,1,4,1,False
35770,4,0,1,0,4,0,False
35780,0,0,0,0,0,0,False
35800,4,1,1,1,4,1,False
35830,4,1,1,0,4,1,False
35910,4,1,4,4,7,4,False
35930,4,1,4,3,7,3,False
35970,4,1,1,0,4,1,False
35980,4,0,1,0,4,0,False
36000,4,0,0,0,4,0,False
36040,4,0,0,0,4,0,False
36070,4,0,1,0,4,0,False
36080,2,1,4,4,5,4,False
36110,4,1,1,1,4,1,False
36120,4,1,4,3,7,3,False
36220,4,0,1,0,4,0,False
36230,4,0,1,1,4,1,False
36240,4,0,4,2,7,2,False
36250,4,1,4,2,7,2,False
36260,4,1,4,4,7,4,False
36270,4,0,1,0,4,0,False
36280,4,0,1,1,4,1,False
36320,4,1,4,3,7,3,False
36330,4,1,1,1,4,1,False
36340,4,0,1,1,4,1,False
36350,4,1,4,3,7,3,False
36360,4,1,1,1,4,1,False
36390,4,0,1,0,4,0,False
36400,4,0,1,0,4,0,False
36410,4,0,1,0,4,0,False
36450,4,0,1,0,4,0,False
36460,4,0,1,0,4,0,False
36470,4,0,1,0,4,0,False
36480,4,0,1,1,4,1,False
36490,4,1,4,1,7,1,False
36520,4,0,1,1,4,1,False
36530,4,1,1,1,4,1,False
36550,4,1,4,3,7,4,False
36560,4,1,4,1,7,2,False
36570,4,1,4,2,7,2,False
36590,4,1,5,4,8,4,False
365A0,0,0,4,3,4,3,False
36600,4,1,5,4,8,4,False
36610,4,1,5,4,8,4,False
36620,4,1,4,3,7,3,False
36630,4,1,4,4,7,4,False
36640,4,0,4,1,7,1,False
36650,4,1,4,0,7,1,False
36660,4,1,0,0,4,1,False
36670,4,1,4,1,7,2,False
36680,4,0,4,3,7,3,False
366A0,0,0,4,2,4,2,False
36700,0,0,1,1,1,1,False
36710,4,0,4,2,7,2,False
36720,4,0,4,1,7,1,False
36730,4,1,4,3,7,3,False
36740,4,1,1,0,4,1,False
36750,4,1,4,2,7,2,False
36760,4,1,4,4,7,4,False
36770,0,0,0,0,0,0,False
36780,4,1,4,1,7,1,False
36790,4,1,4,3,7,4,False
367A0,0,0,4,2,4,2,False
36800,4,1,1,1,4,1,False
36810,4,1,1,0,4,1,False
36820,4,1,1,0,4,1,False
36830,4,1,1,1,4,1,False
36860,4,0,1,0,4,0,False
36870,4,1,4,4,7,4,False
36880,4,1,4,0,7,1,False
368A0,0,0,4,0,4,0,False
36900,4,0,1,0,4,0,False
36910,4,0,4,1,7,1,False
36920,4,0,4,3,7,3,False
36940,4,1,4,4,7,4,False
36950,4,1,1,1,4,1,False
36960,4,1,4,4,7,4,False
36970,4,1,5,4,8,4,False
36980,4,1,4,1,7,1,False
369A0,0,0,4,0,4,0,False
37080,4,0,1,0,4,0,False
37100,4,0,1,0,4,0,False
37120,4,0,1,0,4,0,False
37190,2,0,4,1,5,1,False
37230,4,0,1,1,4,1,False
37260,4,0,4,1,7,1,False
37270,4,0,1,0,4,0,False
372A0,0,0,1,0,1,0,False
37330,4,1,1,1,4,1,False
37380,4,1,0,0,4,1,False
373A0,0,0,4,0,4,0,False
37410,4,0,4,2,7,2,False
37440,4,1,4,0,7,1,False
37470,4,1,4,3,7,3,False
37500,4,0,1,0,4,0,False
37530,4,0,4,2,7,2,False
37580,4,0,1,0,4,0,False
37600,4,1,1,0,4,1,False
37620,4,1,4,4,7,4,False
37630,4,1,4,1,7,1,False
37650,4,1,4,4,7,4,False
37660,4,0,1,0,4,0,False
37680,4,0,1,0,4,0,False
37690,4,1,4,4,7,4,False
37700,4,0,1,0,4,0,False
37710,4,1,1,1,4,1,False
37720,4,0,1,1,4,1,False
37730,4,1,4,4,7,4,False
37740,4,1,4,4,7,4,False
37760,4,0,4,0,7,0,False
37770,4,0,4,0,7,0,False
37780,4,1,4,4,7,4,False
37790,4,0,1,0,4,0,False
37820,0,0,0,0,0,0,False
37840,0,0,0,0,0,0,False
37870,4,0,1,0,4,0,False
37880,4,1,1,1,4,1,False
378A0,0,0,4,0,4,0,False
37910,2,0,4,3,5,3,False
37930,4,0,4,3,7,3,False
37960,4,0,1,0,4,0,False
37980,4,1,1,1,4,1,False
37990,4,1,1,1,4,1,False
38000,4,1,1,0,4,1,False
38020,4,0,1,0,4,0,False
38030,4,0,4,0,7,0,False
38040,4,0,1,0,4,0,False
38070,4,0,4,1,7,1,False
38100,4,0,4,2,7,2,False
38140,4,1,1,0,4,1,False
38150,2,1,1,0,2,1,False
38160,4,0,1,1,4,1,False
38170,4,1,1,1,4,1,False
38230,4,0,4,3,7,3,False
38250,4,0,5,5,8,5,False
38260,4,0,1,0,4,0,False
38340,4,1,4,1,7,2,False
38350,4,1,4,0,7,1,False
38360,4,1,4,4,7,4,False
38370,4,1,4,3,7,3,False
38390,4,0,1,0,4,0,False
38400,4,0,4,0,7,0,False
38410,4,0,1,1,4,1,False
38420,4,1,1,1,4,1,False
38430,4,1,4,2,7,2,False
38440,4,1,4,4,7,4,False
38450,4,0,1,0,4,0,False
38470,0,0,0,0,0,0,False
38480,4,1,1,0,4,1,False
38500,4,1,1,1,4,1,False
38510,4,1,1,0,4,1,False
38520,0,0,0,0,0,0,False
38530,4,1,4,2,7,2,False
38540,4,1,4,3,7,3,False
38560,4,0,4,2,7,2,False
38570,4,1,0,0,4,1,False
38580,4,1,1,0,4,1,False
38610,4,1,5,5,8,5,False
38630,4,1,4,3,7,3,False
38640,4,1,4,3,7,3,False
38650,4,1,4,4,7,4,False
386A0,0,0,0,0,0,0,False
38770,4,1,1,1,4,1,False
38780,4,1,1,0,4,1,False
387A0,0,0,0,0,0,0,False
38800,4,1,4,4,7,4,False
38910,4,0,1,1,4,1,False
38920,4,0,1,0,4,0,False
38950,4,0,1,0,4,0,False
38960,4,0,1,0,4,0,False
39000,4,1,4,2,7,2,False
39010,4,1,4,2,7,2,False
39020,4,1,4,3,7,3,False
39030,4,0,4,3,7,3,False
39040,4,1,1,0,4,1,False
39050,4,1,4,3,7,4,False
39060,0,0,0,0,0,0,False
39070,4,1,4,0,7,1,False
39080,4,0,1,0,4,0,False
39090,4,0,1,0,4,0,False
39100,4,0,1,0,4,0,False
39110,4,0,4,2,7,2,False
39120,4,1,1,0,4,1,False
39130,4,0,4,2,7,2,False
39140,4,1,1,1,4,1,False
39150,4,1,4,4,7,4,False
39160,4,1,4,0,7,1,False
39170,4,0,1,0,4,0,False
39180,4,0,1,1,4,1,False
39190,0,0,0,0,0,0,False
39200,4,1,4,0,7,1,False
39210,4,1,1,0,4,1,False
39220,4,1,1,1,4,1,False
39230,4,1,5,4,8,4,False
39240,4,1,1,0,4,1,False
39250,4,1,1,1,4,1,False
39260,4,1,1,0,4,1,False
39270,4,1,4,2,7,3,False
39280,4,0,1,0,4,0,False
39290,4,0,1,0,4,0,False
39300,4,0,1,0,4,0,False
39310,4,0,1,0,4,0,False
39320,4,1,4,1,7,2,False
39330,4,0,1,1,4,1,False
39340,4,1,1,1,4,1,False
39350,4,1,4,3,7,3,False
39360,4,0,4,2,7,2,False
39370,4,1,4,4,7,4,False
39390,4,0,4,2,7,2,False
39400,4,0,1,0,4,0,False
39410,4,1,5,4,8,4,False
39430,4,0,1,0,4,0,False
39440,4,0,0,0,4,0,False
39450,4,0,1,1,4,1,False
39460,4,1,4,2,7,2,False
39470,4,1,1,1,4,1,False
39480,4,0,1,0,4,0,False
39500,4,1,4,1,7,1,False
39510,4,0,1,0,4,0,False
39530,4,0,1,0,4,0,False
39540,4,0,1,1,4,1,False
39550,4,1,1,0,4,1,False
39580,4,0,1,0,4,0,False
39600,0,0,0,0,0,0,False
39610,4,1,1,0,4,1,False
39620,4,1,4,4,7,4,False
39630,4,0,4,3,7,3,False
39640,4,1,1,1,4,1,False
39650,4,0,1,0,4,0,False
39660,0,0,0,0,0,0,False
39670,4,1,1,1,4,1,False
39680,4,1,1,0,4,1,False
39690,4,1,1,1,4,1,False
39700,4,0,1,0,4,0,False
39740,4,0,1,0,4,0,False
39760,4,0,1,0,4,0,False
39780,4,1,0,0,4,1,False
39790,4,0,1,0,4,0,False
39810,4,1,1,1,4,1,False
39830,4,1,4,1,7,2,False
39840,4,0,4,2,7,2,False
39850,4,0,1,0,4,0,False
39860,4,1,0,0,4,1,False
39870,4,0,4,1,7,1,False
39880,4,1,1,0,4,1,False
39890,4,1,4,4,7,4,False
39900,4,1,0,0,4,1,False
39910,4,1,1,1,4,1,False
39920,4,1,4,2,7,2,False
39930,4,1,4,4,7,4,False
39940,4,1,4,4,7,4,False
39950,0,0,0,0,0,0,False
39960,4,1,1,0,4,1,False
39970,4,1,1,0,4,1,False
39980,4,0,1,0,4,0,False
39990,0,0,0,0,0,0,False
40040,4,1,4,3,7,3,False
40050,4,1,5,5,8,5,False
40080,4,0,1,0,4,0,False
40110,4,0,4,3,7,3,False
40120,4,0,1,1,4,1,False
40130,4,0,4,3,7,3,False
40140,4,1,1,0,4,1,False
40150,4,1,4,4,7,4,False
40160,4,0,1,1,4,1,False
40170,4,0,1,0,4,0,False
40190,4,0,1,1,4,1,False
40200,4,0,1,0,4,0,False
40210,4,1,5,4,8,4,False
40220,4,1,4,2,7,3,False
40230,4,1,4,4,7,4,False
40250,4,1,1,1,4,1,False
40260,2,1,4,3,5,3,False
40270,4,1,4,2,7,2,False
40280,4,1,5,4,8,4,False
402A0,0,0,0,0,0,0,False
40310,4,0,1,0,4,0,False
40400,4,0,1,0,4,0,False
40410,4,1,4,4,7,4,False
40420,4,1,5,4,8,4,False
40430,4,1,5,4,8,4,False
40440,4,0,4,4,7,4,False
40450,4,0,5,4,8,4,False
40460,4,1,4,4,7,4,False
40470,4,1,4,2,7,3,False
40510,4,1,4,4,7,4,False
40520,4,0,1,1,4,1,False
40530,4,1,4,3,7,3,False
40540,4,1,1,1,4,1,False
40550,4,1,1,1,4,1,False
40560,4,1,1,1,4,1,False
40570,4,0,1,0,4,0,False
40580,4,1,4,1,7,1,False
40590,4,0,1,0,4,0,False
40600,4,1,1,0,4,1,False
40610,4,1,5,3,8,3,False
40620,4,1,5,4,8,4,False
40630,4,1,5,4,8,4,False
40640,4,1,1,0,4,1,False
40680,4,0,1,1,4,1,False
40690,4,1,1,0,4,1,False
40710,4,1,4,4,7,4,False
40720,4,1,1,1,4,1,False
40730,4,1,1,1,4,1,False
40740,2,1,1,1,2,1,False
40750,4,1,1,0,4,1,False
40760,4,0,1,1,4,1,False
40780,4,1,4,4,7,4,False
40800,4,1,1,0,4,1,False
40820,4,1,1,0,4,1,False
40880,4,1,5,4,8,4,False
40910,4,1,4,4,7,4,False
40920,4,1,4,4,7,4,False
40930,4,0,1,0,4,0,False
40940,4,1,1,0,4,1,False
40950,4,1,4,4,7,4,False
40970,4,1,4,0,7,1,False
40980,4,0,1,0,4,0,False
40990,4,1,4,4,7,4,False
41000,4,0,1,1,4,1,False
41020,0,0,0,0,0,0,False
41070,2,1,4,4,5,4,False
41090,4,1,1,1,4,1,False
41120,4,1,4,3,7,3,False
41130,4,1,1,1,4,1,False
41140,4,1,5,4,8,4,False
41160,4,1,1,0,4,1,False
41180,4,1,4,4,7,4,False
41190,4,0,1,1,4,1,False
41200,2,0,0,0,2,0,False
41240,4,0,1,0,4,0,False
41250,4,1,1,0,4,1,False
41510,4,1,4,4,7,4,False
41650,2,1,4,4,5,4,False
41660,2,0,4,1,5,1,False
41670,2,1,1,1,2,1,False
41680,4,1,4,3,7,3,False
41690,4,0,4,1,7,1,False
41700,4,0,4,1,7,1,False
41710,4,0,1,0,4,0,False
41720,4,0,1,0,4,0,False
41730,4,0,1,0,4,0,False
41740,4,0,1,1,4,1,False
41750,4,1,1,0,4,1,False
41760,4,0,4,4,7,4,False
41770,2,1,1,1,2,1,False
41780,4,0,1,0,4,0,False
41790,4,0,1,0,4,0,False
41800,4,1,4,4,7,4,False
41820,4,1,5,4,8,4,False
41830,4,1,5,4,8,4,False
41850,0,0,0,0,0,0,False
41860,4,0,5,3,8,3,False
41870,4,1,4,3,7,3,False
41880,4,1,5,5,8,5,False
41890,4,1,4,4,7,4,False
41920,4,1,4,2,7,2,False
41930,4,1,1,1,4,1,False
41940,4,1,4,4,7,4,False
41960,4,1,1,0,4,1,False
41970,4,1,1,0,4,1,False
41980,4,0,1,0,4,0,False
41990,4,1,1,1,4,1,False
42000,0,0,0,0,0,0,False
42020,4,1,5,4,8,4,False
42030,4,1,5,4,8,4,False
42040,4,1,5,4,8,4,False
42050,4,1,5,4,8,4,False
42060,4,1,4,4,7,4,False
42080,4,1,5,4,8,4,False
42120,4,1,4,3,7,3,False
42150,4,0,0,0,4,0,False
42160,4,0,1,1,4,1,False
42180,4,1,1,1,4,1,False
42200,4,1,4,1,7,2,False
42210,4,1,4,2,7,2,False
42220,4,0,4,3,7,3,False
42240,4,0,1,1,4,1,False
42280,4,1,1,0,4,1,False
42290,4,1,1,1,4,1,False
42310,4,1,1,1,4,1,False
42340,4,0,1,0,4,0,False
42350,4,1,1,0,4,1,False
42370,4,0,1,0,4,0,False
42380,4,1,1,0,4,1,False
42400,4,0,1,0,4,0,False
42410,4,1,1,0,4,1,False
42420,4,0,1,0,4,0,False
42430,4,0,1,0,4,0,False
42450,4,1,1,0,4,1,False
42460,4,0,4,4,7,4,False
42470,4,0,1,1,4,1,False
42480,4,0,1,0,4,0,False
42490,4,1,1,1,4,1,False
42510,4,1,4,3,7,3,False
42550,4,0,1,1,4,1,False
42560,4,0,1,1,4,1,False
42580,4,1,4,4,7,4,False
42590,4,1,4,4,7,4,False
42600,4,0,1,0,4,0,False
42610,4,0,1,1,4,1,False
42620,4,1,1,0,4,1,False
42630,4,0,4,2,7,2,False
42640,4,1,1,1,4,1,False
42650,4,0,1,0,4,0,False
42670,4,0,0,0,4,0,False
42680,4,0,0,0,4,0,False
42700,4,1,1,1,4,1,False
42720,4,0,4,3,7,3,False
42740,4,1,1,1,4,1,False
42750,4,1,4,4,7,4,False
42840,4,0,1,1,4,1,False
42860,4,1,1,0,4,1,False
42870,4,0,1,0,4,0,False
42880,4,1,3,0,6,1,False
42900,4,1,4,4,7,4,False
42930,4,0,4,3,7,3,False
42950,4,0,0,0,4,0,False
42980,4,1,0,0,4,1,False
42990,4,1,1,1,4,1,False
43010,2,1,1,0,2,1,False
43040,4,0,0,0,4,0,False
43070,4,1,4,4,7,4,False
43080,4,0,1,0,4,0,False
43100,4,1,4,4,7,4,False
43120,0,0,0,0,0,0,False
43160,4,0,4,0,7,0,False
43170,4,1,1,0,4,1,False
43180,4,1,1,1,4,1,False
43190,4,0,1,0,4,0,False
43200,4,0,1,0,4,0,False
43230,4,1,1,1,4,1,False
43240,4,1,5,4,8,4,False
43260,2,1,1,1,2,1,False
43270,0,0,0,0,0,0,False
43310,4,1,1,1,4,1,False
43330,4,1,1,0,4,1,False
43340,4,0,1,0,4,0,False
43350,4,0,1,1,4,1,False
43370,4,1,1,1,4,1,False
43410,4,0,0,0,4,0,False
43430,4,1,4,4,7,4,False
43440,4,0,4,3,7,3,False
43450,4,0,4,3,7,3,False
43460,4,1,1,0,4,1,False
43470,2,1,1,1,2,1,False
43480,4,0,0,0,4,0,False
43500,4,0,1,0,4,0,False
43510,4,0,1,0,4,0,False
43550,0,0,0,0,0,0,False
43560,4,1,1,1,4,1,False
43600,4,0,1,0,4,0,False
43610,4,1,1,0,4,1,False
43620,4,0,1,1,4,1,False
43650,0,0,1,0,1,0,False
43660,4,0,1,0,4,0,False
43670,4,0,1,0,4,0,False
43680,4,1,4,3,7,4,False
43690,4,1,4,4,7,4,False
43700,4,1,1,0,4,1,False
43710,4,1,4,3,7,3,False
43720,4,0,1,1,4,1,False
43730,4,1,4,4,7,4,False
43740,4,1,1,1,4,1,False
43750,4,1,4,4,7,4,False
43760,4,1,1,0,4,1,False
43770,4,1,4,4,7,4,False
43780,4,0,1,0,4,0,False
43790,2,0,1,0,2,0,False
43800,4,0,1,1,4,1,False
43810,4,0,1,0,4,0,False
43820,4,0,4,3,7,3,False
43840,4,1,4,4,7,4,False
43850,4,1,5,4,8,4,False
43860,4,0,1,1,4,1,False
43870,4,0,1,0,4,0,False
43880,4,1,1,0,4,1,False
43890,4,1,1,1,4,1,False
43900,4,1,4,2,7,2,False
43910,4,1,1,0,4,1,False
43920,4,0,1,0,4,0,False
43930,2,1,4,2,5,2,False
43940,4,0,1,1,4,1,False
43950,4,1,1,1,4,1,False
43960,4,1,4,2,7,2,False
43970,4,0,1,1,4,1,False
43980,4,1,1,0,4,1,False
44010,4,1,5,4,8,4,False
44030,4,1,4,4,7,4,False
44040,4,1,1,1,4,1,False
44060,4,0,1,0,4,0,False
44090,4,0,1,0,4,0,False
44100,4,1,1,0,4,1,False
44120,4,1,4,1,7,1,False
44130,4,1,4,4,7,4,False
44140,4,0,4,4,7,4,False
44150,4,0,1,0,4,0,False
44160,4,0,4,2,7,2,False
44170,4,1,4,3,7,3,False
44180,4,1,4,4,7,4,False
44190,4,1,4,4,7,4,False
44200,4,1,1,0,4,1,False
44210,4,0,1,0,4,0,False
44220,4,1,1,0,4,1,False
44230,0,0,0,0,0,0,False
44240,4,0,1,0,4,0,False
44250,4,1,4,2,7,2,False
44270,4,1,4,0,7,1,False
44280,4,1,1,0,4,1,False
44290,4,1,1,0,4,1,False
44300,4,1,1,1,4,1,False
44310,4,1,4,4,7,4,False
44320,4,1,4,3,7,3,False
44330,4,1,4,3,7,3,False
44340,4,1,1,1,4,1,False
44350,4,1,0,0,4,1,False
44360,4,1,4,3,7,4,False
44370,4,0,1,0,4,0,False
44380,4,0,1,0,4,0,False
44390,4,1,1,1,4,1,False
44400,4,1,1,1,4,1,False
44410,4,1,1,1,4,1,False
44420,4,1,1,0,4,1,False
44430,4,1,4,4,7,4,False
44440,4,1,1,0,4,1,False
44450,4,1,1,0,4,1,False
44460,4,0,1,0,4,0,False
44470,4,0,1,0,4,0,False
44480,4,0,4,2,7,2,False
44490,4,1,4,4,7,4,False
44500,4,1,1,0,4,1,False
44520,4,1,5,4,8,4,False
44610,4,1,4,4,7,4,False
44620,4,1,1,0,4,1,False
44630,4,1,1,0,4,1,False
44640,4,0,1,0,4,0,False
44650,4,1,1,0,4,1,False
44710,4,1,1,1,4,1,False
44750,2,1,4,4,5,4,False
44760,4,1,1,0,4,1,False
44770,4,1,4,4,7,4,False
44780,4,1,4,3,7,3,False
44790,2,0,4,4,5,4,False
44800,4,1,4,4,7,4,False
44810,4,1,1,1,4,1,False
44820,4,0,1,1,4,1,False
44830,4,1,4,4,7,4,False
44840,4,0,1,0,4,0,False
44850,4,0,0,0,4,0,False
44860,4,0,1,1,4,1,False
44870,4,0,1,1,4,1,False
44880,4,1,4,2,7,3,False
44890,0,0,0,0,0,0,False
44900,4,1,1,1,4,1,False
44910,4,0,1,1,4,1,False
44920,4,1,1,0,4,1,False
44930,4,1,4,4,7,4,False
44940,4,1,1,0,4,1,False
44950,4,0,1,1,4,1,False
44960,4,0,1,0,4,0,False
44980,4,1,4,2,7,2,False
44990,4,1,4,3,7,3,False
45020,4,1,5,4,8,5,False
45030,4,1,5,5,8,5,False
45060,4,1,5,5,8,5,False
45070,4,1,5,3,8,3,False
45120,4,0,1,0,4,0,False
45160,4,1,4,4,7,4,False
45190,4,1,5,4,8,4,False
45210,4,1,4,4,7,4,False
45230,4,1,5,4,8,4,False
45240,4,0,1,1,4,1,False
45260,4,1,4,4,7,4,False
45270,4,1,5,4,8,4,False
45280,4,1,5,4,8,4,False
45300,4,1,4,4,7,4,False
45310,4,0,1,0,4,0,False
45340,4,1,1,1,4,1,False
45360,4,1,4,4,7,4,False
45380,4,0,1,1,4,1,False
45390,4,0,1,0,4,0,False
45400,4,1,5,4,8,4,False
45410,0,0,0,0,0,0,False
45430,4,1,5,5,8,5,False
45440,4,1,4,3,7,3,False
45470,4,1,4,4,7,4,False
45480,4,1,4,1,7,2,False
45490,4,1,4,4,7,4,False
45500,0,0,0,0,0,0,False
45510,4,1,1,0,4,1,False
45520,4,0,4,2,7,2,False
45530,4,1,4,3,7,3,False
45540,4,1,4,2,7,2,False
45560,4,0,1,1,4,1,False
45580,4,0,1,0,4,0,False
45590,4,1,4,3,7,3,False
45630,4,0,4,1,7,1,False
45640,2,0,4,1,5,1,False
45650,4,1,4,4,7,4,False
45680,4,1,5,5,8,5,False
45690,4,1,4,4,7,4,False
45700,4,0,1,0,4,0,False
45710,4,0,4,1,7,1,False
45720,4,1,4,1,7,2,False
45740,4,1,4,0,7,1,False
45750,4,1,4,4,7,4,False
45760,4,0,4,2,7,2,False
45770,4,1,4,1,7,2,False
45780,4,1,5,4,8,4,False
45790,4,1,4,3,7,4,False
45810,0,0,0,0,0,0,False
45820,4,0,4,0,7,0,False
45830,4,0,4,2,7,2,False
45840,2,0,4,4,5,4,False
45860,4,0,4,0,7,0,False
45870,4,1,4,4,7,4,False
45880,4,1,4,4,7,4,False
45910,4,0,4,1,7,1,False
45920,4,1,5,4,8,4,False
45930,4,1,4,4,7,4,False
45940,4,0,4,3,7,3,False
45950,4,1,4,3,7,3,False
45960,4,0,1,0,4,0,False
45970,4,0,4,1,7,1,False
45980,4,0,4,4,7,4,False
45990,4,0,4,1,7,1,False
46110,4,1,4,2,7,3,False
46120,4,1,5,4,8,4,False
46130,4,1,4,4,7,4,False
46150,4,0,1,0,4,0,False
46160,4,0,1,0,4,0,False
46170,4,1,4,4,7,4,False
46190,4,1,4,3,7,3,False
46200,2,1,4,1,5,1,False
46210,0,0,0,0,0,0,False
46230,4,0,1,0,4,0,False
46240,4,0,0,0,4,0,False
46250,4,0,1,0,4,0,False
46260,4,1,4,4,7,4,False
46270,4,0,1,1,4,1,False
46280,4,0,1,0,4,0,False
46290,4,0,1,0,4,0,False
46310,4,1,4,4,7,4,False
46330,4,1,5,4,8,4,False
46340,4,1,4,4,7,4,False
46350,4,0,1,0,4,0,False
46360,0,0,0,0,0,0,False
46410,4,1,1,1,4,1,False
46420,4,1,1,1,4,1,False
46440,4,0,1,0,4,0,False
46450,4,0,1,0,4,0,False
46500,4,0,1,0,4,0,False
46510,4,1,1,0,4,1,False
46530,0,0,0,0,0,0,False
46570,4,0,1,0,4,0,False
46580,4,1,4,0,7,1,False
46590,4,0,1,1,4,1,False
46610,4,1,5,5,8,5,False
46620,4,1,1,1,4,1,False
46640,4,0,1,0,4,0,False
46650,4,1,4,4,7,4,False
46660,4,1,4,4,7,4,False
46670,4,0,1,1,4,1,False
46680,4,1,1,1,4,1,False
46710,4,0,1,1,4,1,False
46730,4,0,1,1,4,1,False
46740,4,1,4,3,7,4,False
46760,4,1,4,4,7,4,False
46780,4,0,1,0,4,0,False
46790,4,0,1,0,4,0,False
46800,4,1,4,4,7,4,False
46810,4,1,5,4,8,4,False
46840,4,1,4,4,7,4,False
46850,4,0,4,2,7,2,False
46860,4,1,4,4,7,4,False
46870,4,1,4,2,7,2,False
46890,4,1,5,5,8,5,False
46900,4,1,1,0,4,1,False
46910,4,0,1,1,4,1,False
46940,4,1,4,2,7,2,False
46990,0,0,0,0,0,0,False
47040,4,1,4,4,7,4,False
47050,4,0,1,0,4,0,False
47070,4,0,1,0,4,0,False
47080,0,0,0,0,0,0,False
47090,4,1,1,1,4,1,False
47120,4,1,1,0,4,1,False
47140,4,0,4,1,7,1,False
47160,4,1,4,4,7,4,False
47180,4,0,1,0,4,0,False
47190,2,0,1,1,2,1,False
47200,4,0,1,0,4,0,False
47220,4,1,4,4,7,4,False
