cohort,policy,horizonMinutes,metric,ES95,max,mean,median,min,n,negativeRate,p05,p10,p25,p75,p90,p95,positiveRate,zeroRate
COMMON60_WINNER3,DIP_CLOSE_FALLBACK10,30,upside,14.16670612291695,32.47524752475248,3.8956867747419506,3.267211201866971,0.0,267,0.0,0.0,0.3309620559302129,1.6105754228296854,5.000000000000004,8.274437591516174,11.099206349206353,0.9213483146067416,0.07865168539325842
COMMON60_WINNER3,DIP_CLOSE_FALLBACK10,30,downside,9.677260818388465,14.084507042253524,2.1254856027821973,1.487252124645888,0.0,267,0.0,0.0,0.0,0.36358530461212957,3.1180470232973825,5.000000000000004,6.551113360323873,0.8277153558052435,0.17228464419475656
COMMON60_WINNER3,DIP_CLOSE_FALLBACK10,60,upside,19.63077038862914,32.47524752475248,5.053260278095822,3.934209010254641,0.0,224,0.0,0.0,0.609139732071804,2.285603340242426,6.03323499790554,10.5467032967033,12.576125895598773,0.9419642857142857,0.05803571428571429
COMMON60_WINNER3,DIP_CLOSE_FALLBACK10,60,downside,10.776432224885838,14.084507042253524,2.6788942069532893,1.9028837449890146,0.0,224,0.0,0.0,0.0,0.5646449885964799,3.818618364397994,6.112421833841084,8.47958835530118,0.8616071428571429,0.13839285714285715
COMMON60_WINNER3,IMMEDIATE,5,upside,9.600350948207977,12.765957446808528,2.0163299089732036,1.371428571428579,0.0,267,0.0,0.0,0.0,0.45222764745643795,2.684222423146465,4.545454545454541,5.709844559585493,0.8277153558052435,0.17228464419475656
COMMON60_WINNER3,IMMEDIATE,5,downside,4.358671219785438,10.834813499111906,0.7366907923821792,0.3260869565217428,0.0,267,0.0,0.0,0.0,0.0,1.003355704697989,2.05600575088224,2.4345898004434616,0.6179775280898876,0.38202247191011235
COMMON60_WINNER3,IMMEDIATE,10,upside,12.469358076249668,14.28571428571428,3.1426404278999365,2.358490566037741,0.0,267,0.0,0.0,0.23466675840951642,1.1087223587223582,4.0000000000000036,6.057237878522663,10.032625582599687,0.9138576779026217,0.08614232209737828
COMMON60_WINNER3,IMMEDIATE,10,downside,5.272611284452653,11.190053285968027,0.9989664347836149,0.5958291956305817,0.0,267,0.0,0.0,0.0,0.0,1.5211807015085732,2.4113003739094307,3.493521921520586,0.6928838951310862,0.30711610486891383
COMMON60_WINNER3,IMMEDIATE,15,upside,13.6361183609291,18.95131086142321,3.821856933031967,3.125,0.0,267,0.0,0.0,0.6509125054172449,1.6520375976593504,4.662897702270952,8.413553413553409,12.5,0.9438202247191011,0.056179775280898875
COMMON60_WINNER3,IMMEDIATE,15,downside,6.258041029151193,11.190053285968027,1.1981944627454277,0.6734006734006592,0.0,267,0.0,0.0,0.0,0.0,1.6378539493293598,3.0303030303030276,4.351407716371214,0.7303370786516854,0.2696629213483146
COMMON60_WINNER3,IMMEDIATE,30,upside,15.59931856072422,32.869910625620655,5.102128765427207,4.134078212290504,0.0,267,0.0,1.1609253630530159,1.5848004831142326,3.047373236647688,5.856085482760454,10.536126147328792,12.5,0.9887640449438202,0.011235955056179775
COMMON60_WINNER3,IMMEDIATE,30,downside,7.915414173070086,12.857142857142856,1.4761300818406986,0.8377760853008343,0.0,267,0.0,0.0,0.0,0.010822510822511289,2.0000000000000018,3.802612481857764,5.1699854298203,0.7490636704119851,0.250936329588015
COMMON60_WINNER3,IMMEDIATE,60,upside,20.783056794439492,33.09090909090908,6.458859926672238,4.729729729729737,3.0172413793103425,267,0.0,3.1712121212121303,3.276304023845009,3.809523809523818,7.042215441659261,12.5,14.550202811579704,1.0,0.0
COMMON60_WINNER3,IMMEDIATE,60,downside,9.914986941833417,13.531353135313529,1.8504559618594671,0.9933774834437137,0.0,267,0.0,0.0,0.0,0.16594123298946384,2.3476248208971704,4.548832588176851,6.719560878243504,0.7865168539325843,0.21348314606741572
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,5,upside,8.66424714212672,14.05940594059405,1.6723319944383757,1.041666666666674,0.0,267,0.0,0.0,0.0,0.2163514709135228,2.288829017612126,3.855319148936173,5.483980913428767,0.7865168539325843,0.21348314606741572
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,5,downside,6.848033785868278,12.5,1.1190310037859137,0.6039689387402958,0.0,267,0.0,0.0,0.0,0.0,1.4755032253757794,2.6385500174276744,4.149543378995432,0.7116104868913857,0.2883895131086142
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,10,upside,11.291145885345927,20.099009900990094,2.463153460567721,1.7587939698492372,0.0,267,0.0,0.0,0.0,0.7262025466468147,3.2310262031527315,5.263157894736836,7.581359320862945,0.8651685393258427,0.1348314606741573
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,10,downside,8.644673370106036,12.5,1.5790493412431257,0.8474576271186418,0.0,267,0.0,0.0,0.0,0.17078275713900415,1.9607843137254943,4.008890684986871,5.3693073096058015,0.7902621722846442,0.20973782771535582
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,15,upside,12.181916510258757,27.425742574257427,2.9384287296107865,2.1126760563380254,0.0,267,0.0,0.0,0.0,1.142894461859989,3.8266308060109333,5.910671667234915,8.259916032280193,0.8838951310861424,0.11610486891385768
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,15,downside,9.724108054888125,12.5,1.7621230019019383,0.9146341463414642,0.0,267,0.0,0.0,0.0,0.22937710437709313,2.123151821132341,4.665769047996203,6.231884057971001,0.8052434456928839,0.1947565543071161
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,30,upside,14.387707237357592,32.47524752475248,4.06922240702781,3.3653846153846256,0.0,267,0.0,0.0,0.44975736773583025,1.790508501743071,5.065806320396293,8.364485981308416,11.250000000000002,0.9176029962546817,0.08239700374531835
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,30,downside,10.642886048109473,16.43835616438356,2.077940882941283,1.2195121951219523,0.0,267,0.0,0.0,0.0,0.2894362067521139,2.775277077581717,5.027649769585256,7.172550396148833,0.8277153558052435,0.17228464419475656
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,60,upside,19.723704173880297,32.47524752475248,5.323898998163697,4.042829603553777,0.0,228,0.0,0.5995568426133208,1.6625344352617089,2.814923247349277,6.628737128201189,9.721701063164488,12.58067375886525,0.956140350877193,0.043859649122807015
COMMON60_WINNER3,OBSERVE5_DELAY_DIP10,60,downside,11.51966550763537,16.43835616438356,2.546843880402851,1.6151471675144524,0.0,228,0.0,0.0,0.0,0.5941390588731776,3.5982252362744354,5.475765685399944,8.465447154471539,0.8728070175438597,0.12719298245614036
COMMON60_WINNER3,WAIT10,5,upside,8.48473930413884,14.28571428571428,1.468277601238496,0.7633587786259444,0.0,267,0.0,0.0,0.0,0.07839333564564344,2.0022866306349196,3.6019823480719464,4.928571428571431,0.7528089887640449,0.24719101123595505
COMMON60_WINNER3,WAIT10,5,downside,6.963722193793105,11.111111111111116,1.1895652279889786,0.6230529595015577,0.0,267,0.0,0.0,0.0,0.0,1.5453584971198697,3.155033687207998,4.696140693698072,0.704119850187266,0.2958801498127341
COMMON60_WINNER3,WAIT10,10,upside,10.955614448695007,20.099009900990094,2.1746486928830127,1.4601978332548171,0.0,267,0.0,0.0,0.0,0.4008032128513972,2.841045813670584,4.848484848484844,6.465644922403241,0.8352059925093633,0.1647940074906367
COMMON60_WINNER3,WAIT10,10,downside,8.447109486208722,11.111111111111116,1.622603199350061,0.9055627425614499,0.0,267,0.0,0.0,0.0,0.12381556335568922,2.1000992172858557,4.280083511421231,5.7443189252845945,0.7677902621722846,0.23220973782771537
COMMON60_WINNER3,WAIT10,15,upside,12.32904218166261,27.425742574257427,2.759473873393022,2.0782396088019572,0.0,267,0.0,0.0,0.0,0.7428723129008996,3.9279974284795793,5.7186477644492895,8.30414268504885,0.8838951310861424,0.11610486891385768
COMMON60_WINNER3,WAIT10,15,downside,9.003966005820915,11.111111111111116,1.7961656623412212,0.952380952380949,0.0,267,0.0,0.0,0.0,0.1791141162435006,2.3073200241984173,4.708500222518924,6.4094129554655925,0.7902621722846442,0.20973782771535582
COMMON60_WINNER3,WAIT10,30,upside,14.218160067780875,32.47524752475248,3.855074444958387,3.1914893617021267,0.0,267,0.0,0.0,0.3331740723045229,1.5388257575757458,5.047532382931042,8.19497043634459,11.099206349206353,0.9213483146067416,0.07865168539325842
COMMON60_WINNER3,WAIT10,30,downside,9.967589211356527,14.084507042253524,2.150797271111949,1.4084507042253502,0.0,267,0.0,0.0,0.0,0.29141318258739113,3.089095970266642,5.158152391123143,7.052877422180055,0.8202247191011236,0.1797752808988764
COMMON60_WINNER3,WAIT10,60,upside,19.275241902075138,32.47524752475248,4.965096709093274,3.9215686274509887,0.0,223,0.0,0.0,0.5980884286770264,2.150786308973185,6.402844930278184,9.675733393278625,12.429370496776624,0.9417040358744395,0.05829596412556054
COMMON60_WINNER3,WAIT10,60,downside,10.75272919668828,14.084507042253524,2.6421351845167242,1.8707482993197244,0.0,223,0.0,0.0,0.0,0.5322161907009682,3.8855055435250474,5.627240143369176,8.479187990446944,0.8609865470852018,0.13901345291479822
COMMON60_WINNER3,WAIT5,5,upside,8.38470620688779,12.5,1.6452407429589255,0.952380952380949,0.0,267,0.0,0.0,0.0,0.18694789220620178,2.21283452929969,4.115646258503395,5.300828759014101,0.7827715355805244,0.21722846441947566
COMMON60_WINNER3,WAIT5,5,downside,6.873712374135269,12.5,1.12950722902394,0.5925925925926112,0.0,267,0.0,0.0,0.0,0.0,1.5131303620004088,2.6385500174276744,4.1666666666666625,0.704119850187266,0.2958801498127341
COMMON60_WINNER3,WAIT5,10,upside,11.115848043436886,14.426877470355738,2.422337750324319,1.75029171528589,0.0,267,0.0,0.0,0.0,0.7463102199944283,3.2441392375088807,5.2266504411317305,7.720376929760075,0.8651685393258427,0.1348314606741573
COMMON60_WINNER3,WAIT5,10,downside,8.644673370106036,12.5,1.5836194840053328,0.8247422680412342,0.0,267,0.0,0.0,0.0,0.17233095460290615,2.1079133139161765,4.008890684986871,5.3693073096058015,0.7865168539325843,0.21348314606741572
COMMON60_WINNER3,WAIT5,15,upside,11.841923103296528,20.099009900990094,2.9556886288319157,2.213279678068414,0.0,267,0.0,0.0,0.0,1.1976477337923064,3.8187266637821904,6.216789034840011,8.338637868864515,0.8876404494382022,0.11235955056179775
COMMON60_WINNER3,WAIT5,15,downside,9.665188737100511,12.5,1.764951942398912,0.8797653958944163,0.0,267,0.0,0.0,0.0,0.28610400682012593,2.2545563446564554,4.387153877526227,5.96700796359499,0.8164794007490637,0.18352059925093633
COMMON60_WINNER3,WAIT5,30,upside,14.33625329249367,32.47524752475248,4.109834736811373,3.416149068322971,0.0,267,0.0,0.0,0.5056418379879891,1.8540001718655996,5.01677852348994,8.364485981308416,11.250000000000002,0.9176029962546817,0.08239700374531835
COMMON60_WINNER3,WAIT5,30,downside,10.391537668782878,16.43835616438356,2.0526292146115312,1.2461059190031154,0.0,267,0.0,0.0,0.0,0.38030004794406547,2.946839839915427,4.761904761904767,6.926935940313861,0.8352059925093633,0.1647940074906367
COMMON60_WINNER3,WAIT5,60,upside,20.001019238163863,32.47524752475248,5.408570776187716,4.164839982463842,0.0,229,0.0,0.6181387389759198,1.8323586744639453,2.9126213592232997,6.515580736543902,10.630213160333653,13.722725601712678,0.9563318777292577,0.043668122270742356
COMMON60_WINNER3,WAIT5,60,downside,11.543368535832927,16.43835616438356,2.5832164233281985,1.67386609071275,0.0,229,0.0,0.0,0.0,0.5952380952380931,3.508771929824561,5.8279259428108325,8.477960289806978,0.8733624454148472,0.12663755458515283
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,5,upside,10.999434802173939,14.28571428571428,2.0074665405595002,1.0025062656641603,0.0,123,0.0,0.0,0.0,0.18764420696677497,2.621336996336987,4.9923664122137446,6.312909850931147,0.7804878048780488,0.21951219512195122
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,5,downside,8.52425636468632,11.111111111111116,1.492524842171633,0.5662514156285381,0.0,123,0.0,0.0,0.0,0.0,2.151589756538941,4.272253541774953,5.596738324684952,0.6504065040650406,0.34959349593495936
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,10,upside,12.998475827008333,14.28571428571428,2.943731871297231,1.904761904761898,0.0,123,0.0,0.0,0.0,0.43797113866101967,4.219484403931062,7.400665492268539,12.381342301506052,0.8455284552845529,0.15447154471544716
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,10,downside,9.969124111081817,11.111111111111116,1.9298619511282742,0.8108108108108469,0.0,123,0.0,0.0,0.0,0.0,2.532998969693445,5.246344321597802,7.838371693576079,0.7317073170731707,0.2682926829268293
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,15,upside,14.10281238355036,20.099009900990094,3.8542747782175955,3.157894736842115,0.0,123,0.0,0.0,0.0,1.228560477145213,5.263157894736836,8.605319913731137,12.5,0.8780487804878049,0.12195121951219512
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,15,downside,10.451240302506124,11.111111111111116,2.0805206093124373,0.846774193548383,0.0,123,0.0,0.0,0.0,0.0864689731362056,3.092553856184288,5.2540045766590415,9.028622134954475,0.7560975609756098,0.24390243902439024
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,30,upside,16.459701174689148,32.47524752475248,5.533590544173006,4.878048780487809,0.0,123,0.0,0.0,0.3422189722794845,2.4333060183920563,7.566780377840288,11.37476459510357,12.5,0.9105691056910569,0.08943089430894309
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,30,downside,11.258597990242215,14.084507042253524,2.389864595862356,1.6627078384798155,0.0,123,0.0,0.0,0.0,0.1551459030083968,3.374785320547441,5.281706468815209,9.627023568205807,0.7723577235772358,0.22764227642276422
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,60,upside,23.70933703846636,32.47524752475248,7.208868726233921,6.033116809390593,0.0,108,0.0,0.0,0.6930813037683372,3.891746812793567,9.23179252554891,13.011165196465262,18.33480617414869,0.9259259259259259,0.07407407407407407
COMMON60_WINNER5,DIP_CLOSE_FALLBACK10,60,downside,11.33834754559101,14.084507042253524,2.7269796236147106,1.9622652686452247,0.0,108,0.0,0.0,0.0,0.30072498330630804,3.9478145801309177,6.3790485829959405,9.884146341463412,0.7962962962962963,0.2037037037037037
COMMON60_WINNER5,IMMEDIATE,5,upside,12.270899903878627,12.765957446808528,2.687253255358498,1.7532467532467289,0.0,123,0.0,0.0,0.0,0.5102238777014767,3.6283563108760464,5.779687663766908,11.004660797514235,0.8455284552845529,0.15447154471544716
COMMON60_WINNER5,IMMEDIATE,5,downside,5.136708019171608,10.834813499111906,0.7569756370540955,0.3351955307262622,0.0,123,0.0,0.0,0.0,0.0,0.9603762342526523,1.9739356352665125,2.467936627687665,0.6097560975609756,0.3902439024390244
COMMON60_WINNER5,IMMEDIATE,10,upside,12.987613425891688,14.28571428571428,4.37683636444123,3.3333333333333437,0.0,123,0.0,0.2626504507259053,0.5544077134986258,1.595786512902142,5.696259576385765,10.89821048391737,12.5,0.9512195121951219,0.04878048780487805
COMMON60_WINNER5,IMMEDIATE,10,downside,6.022402680055115,11.190053285968027,1.0556678289976031,0.5813953488372103,0.0,123,0.0,0.0,0.0,0.0,1.3100686498855874,2.473628955656652,3.977358490566039,0.6747967479674797,0.3252032520325203
COMMON60_WINNER5,IMMEDIATE,15,upside,14.718254559442302,18.95131086142321,5.479336409980148,5.000000000000004,0.0,123,0.0,0.5771531100478411,0.9908159660897242,2.29077773162657,7.233986450853935,12.5,12.762088974854947,0.975609756097561,0.024390243902439025
COMMON60_WINNER5,IMMEDIATE,15,downside,7.038275695928132,11.190053285968027,1.2533156949176247,0.6912442396313501,0.0,123,0.0,0.0,0.0,0.0,1.5902799957415115,3.0003741114852196,4.940251572327043,0.7317073170731707,0.2682926829268293
COMMON60_WINNER5,IMMEDIATE,30,upside,18.389239604291145,32.869910625620655,7.351619466608515,6.341991341991338,0.0,123,0.0,1.7376847920609695,2.7120315994064814,4.550438596491224,9.901960784313735,12.5,13.451790145338526,0.991869918699187,0.008130081300813009
COMMON60_WINNER5,IMMEDIATE,30,downside,9.1712872017811,12.857142857142856,1.4726986429161433,0.737618545837726,0.0,123,0.0,0.0,0.0,0.0,1.732413379331027,3.726832526298213,5.516431924882628,0.7317073170731707,0.2682926829268293
COMMON60_WINNER5,IMMEDIATE,60,upside,25.434345586069398,33.09090909090908,9.464165175449544,7.3863636363636465,5.000000000000004,123,0.0,5.236537075037457,5.290515600108803,5.9103788231640975,11.36950904392765,15.278645756224924,18.25445893610737,1.0,0.0
COMMON60_WINNER5,IMMEDIATE,60,downside,11.035174860892592,12.857142857142856,1.717160229004816,0.7518796992481258,0.0,123,0.0,0.0,0.0,0.010822510822511289,1.975615086799054,4.690026954177901,9.14802468814289,0.7479674796747967,0.25203252032520324
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,5,upside,11.21164661067807,14.05940594059405,2.186698060210983,1.2195121951219523,0.0,123,0.0,0.0,0.0,0.15403900905114343,2.9135652876348783,5.639412997903563,7.706292379440168,0.7642276422764228,0.23577235772357724
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,5,downside,8.949544209660061,12.5,1.4978454875724907,0.696055684454755,0.0,123,0.0,0.0,0.0,0.0,1.9133989950368469,4.054444395816015,5.551181102362206,0.7073170731707317,0.2926829268292683
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,10,upside,13.708503522292423,20.099009900990094,3.3734468764782695,2.4390243902439046,0.0,123,0.0,0.0,0.0,0.9589217416887341,4.917353640018451,7.820991124512355,11.289682539682543,0.8536585365853658,0.14634146341463414
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,10,downside,10.728690650845234,12.5,2.0182028228240134,0.9319664492078328,0.0,123,0.0,0.0,0.0,0.17641804031217068,2.6033431217528715,5.116388987356723,8.648004764740918,0.7804878048780488,0.21951219512195122
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,15,upside,14.868110166186625,27.425742574257427,4.038293534724882,3.0973451327433565,0.0,123,0.0,0.0,0.0,1.4981483559645459,5.5347174948944815,8.38872299996121,11.289682539682543,0.8699186991869918,0.13008130081300814
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,15,downside,11.101422304081455,12.5,2.1920490836740973,0.9556907037358786,0.0,123,0.0,0.0,0.0,0.20815432204845385,2.847427149731796,5.503976182081715,9.576210780057286,0.7886178861788617,0.21138211382113822
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,30,upside,16.60930408860298,32.47524752475248,5.766975151511547,5.033557046979875,0.0,123,0.0,0.0,0.47137111794379766,2.588028169014067,8.129290343227456,11.847158218125971,12.61170212765958,0.9105691056910569,0.08943089430894309
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,30,downside,12.319991923710125,16.43835616438356,2.4801538948682533,1.1741682974559686,0.0,123,0.0,0.0,0.0,0.2653734654662898,3.261254874158104,6.3285024154589316,11.061946902654869,0.8048780487804879,0.1951219512195122
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,60,upside,24.250261379172347,32.47524752475248,7.556009706952888,6.467661691542292,0.0,109,0.0,0.0,2.4975124378109426,4.237288135593231,9.433962264150919,12.762180298555446,19.471223368360157,0.9357798165137615,0.06422018348623854
COMMON60_WINNER5,OBSERVE5_DELAY_DIP10,60,downside,12.670932543249446,16.43835616438356,2.7165368542562005,1.6393442622950838,0.0,109,0.0,0.0,0.0,0.34843205574912606,3.589743589743588,6.990232213018033,11.111111111111116,0.8256880733944955,0.1743119266055046
COMMON60_WINNER5,WAIT10,5,upside,11.509458966457853,14.28571428571428,2.0061120028746675,1.0752688172043001,0.0,123,0.0,0.0,0.0,0.16628457767442484,2.5031827267275375,5.000000000000004,6.312909850931147,0.7804878048780488,0.21951219512195122
COMMON60_WINNER5,WAIT10,5,downside,8.52425636468632,11.111111111111116,1.497057814872217,0.6230529595015577,0.0,123,0.0,0.0,0.0,0.0,2.0556609740670417,4.272253541774953,5.596738324684952,0.6747967479674797,0.3252032520325203
COMMON60_WINNER5,WAIT10,10,upside,13.861276392779196,20.099009900990094,2.935921618491099,2.0342612419700146,0.0,123,0.0,0.0,0.0,0.4217884541334649,4.037901971604885,6.511687809904053,12.183110565815015,0.8373983739837398,0.16260162601626016
COMMON60_WINNER5,WAIT10,10,downside,9.969124111081817,11.111111111111116,1.9785350250548914,0.9055627425614499,0.0,123,0.0,0.0,0.0,0.0,2.785879282840409,5.246344321597802,7.838371693576079,0.7398373983739838,0.2601626016260163
COMMON60_WINNER5,WAIT10,15,upside,15.149488479731406,27.425742574257427,3.8121954796530293,3.0608570399711876,0.0,123,0.0,0.0,0.0,1.159245017778876,5.263157894736836,8.390262285197457,12.5,0.8699186991869918,0.13008130081300814
COMMON60_WINNER5,WAIT10,15,downside,10.451240302506124,11.111111111111116,2.1547105163645353,0.9319664492078328,0.0,123,0.0,0.0,0.0,0.13800704407187503,3.178739524738833,5.281706468815209,9.028622134954475,0.7642276422764228,0.23577235772357724
COMMON60_WINNER5,WAIT10,30,upside,16.459701174689148,32.47524752475248,5.485511693449802,4.789550072568938,0.0,123,0.0,0.0,0.3422189722794845,2.4333060183920563,7.506756368236445,11.626084522809961,12.5,0.9105691056910569,0.08943089430894309
COMMON60_WINNER5,WAIT10,30,downside,11.394380773029408,14.084507042253524,2.4834015188249783,1.4851485148514976,0.0,123,0.0,0.0,0.0,0.17382009956991018,3.5590003163555872,6.008965717418641,10.517919362867094,0.7804878048780488,0.21951219512195122
COMMON60_WINNER5,WAIT10,60,upside,24.04081088437144,32.47524752475248,7.060176324974629,6.015485407980936,0.0,107,0.0,0.0,0.6696554788157941,3.861924998136146,9.144468024452824,12.5,18.338046423942494,0.9252336448598131,0.07476635514018691
COMMON60_WINNER5,WAIT10,60,downside,11.33834754559101,14.084507042253524,2.7189373937340506,1.8918918918919059,0.0,107,0.0,0.0,0.0,0.24232435939540165,4.255485795205333,6.422064777327928,9.900696864111493,0.7850467289719626,0.21495327102803738
COMMON60_WINNER5,WAIT5,5,upside,10.701622446394156,12.5,2.1880525978958163,1.2195121951219523,0.0,123,0.0,0.0,0.0,0.17475917333432678,3.0750567669289963,5.507839127471032,7.706292379440168,0.7642276422764228,0.23577235772357724
COMMON60_WINNER5,WAIT5,5,downside,8.949544209660061,12.5,1.4933125148719069,0.5952380952380931,0.0,123,0.0,0.0,0.0,0.0,1.9468214549298979,4.054444395816015,5.551181102362206,0.6829268292682927,0.3170731707317073
COMMON60_WINNER5,WAIT5,10,upside,12.862709759242648,14.426877470355738,3.3812571292844016,2.263779527559051,0.0,123,0.0,0.0,0.0,0.9418689234263034,4.917353640018451,8.009363416660687,11.41666666666667,0.8617886178861789,0.13821138211382114
COMMON60_WINNER5,WAIT5,10,downside,10.728690650845234,12.5,1.9695297488973962,0.9225092250922495,0.0,123,0.0,0.0,0.0,0.13898785558009719,2.450000000000002,5.102564102564097,8.648004764740918,0.7723577235772358,0.22764227642276422
COMMON60_WINNER5,WAIT5,15,upside,13.922310036830666,20.099009900990094,4.080372833289448,3.1180400890868487,0.0,123,0.0,0.0,0.0,1.5152384778740813,5.547008547008547,8.605319913731137,11.945042400521857,0.8780487804878049,0.12195121951219512
COMMON60_WINNER5,WAIT5,15,downside,11.101422304081455,12.5,2.1178591766219994,0.9556907037358786,0.0,123,0.0,0.0,0.0,0.15272161164512355,2.6033431217528715,5.427794547207968,9.576210780057286,0.7804878048780488,0.21951219512195122
COMMON60_WINNER5,WAIT5,30,upside,16.60930408860298,32.47524752475248,5.815054002234752,5.033557046979875,0.0,123,0.0,0.0,0.47137111794379766,2.588028169014067,8.150598170302603,11.414447134786112,12.61170212765958,0.9105691056910569,0.08943089430894309
COMMON60_WINNER5,WAIT5,30,downside,12.319991923710125,16.43835616438356,2.386616971905631,1.2461059190031154,0.0,123,0.0,0.0,0.0,0.24126878227068715,3.2052599137045448,5.503976182081715,10.946073793755904,0.7967479674796748,0.2032520325203252
COMMON60_WINNER5,WAIT5,60,upside,23.918787533267263,32.47524752475248,7.697491033807663,6.521885323761567,0.0,110,0.0,0.0,2.498756218905467,4.262997102580668,9.483797691344865,14.072692574600975,19.373011664899252,0.9363636363636364,0.06363636363636363
COMMON60_WINNER5,WAIT5,60,downside,12.670932543249446,16.43835616438356,2.724454684861556,1.8808962264150964,0.0,110,0.0,0.0,0.0,0.41153530377668335,3.4936479128856615,6.988995699468751,11.111111111111116,0.8363636363636363,0.16363636363636364
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,5,upside,3.898445173636989,10.489236790606649,0.8214579319600529,0.5345696128799649,0.0,328,0.0,0.0,0.0,0.21347725583149568,1.1142322097378254,1.8683633172444016,2.3131546245339956,0.8262195121951219,0.17378048780487804
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,5,downside,3.645671626070007,5.384615384615388,0.8155475201927274,0.547949318441121,0.0,328,0.0,0.0,0.0,0.16433767459992088,1.1030872688369247,1.9646542827657412,2.6112964647996506,0.8109756097560976,0.18902439024390244
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,10,upside,5.414732057603996,14.05940594059405,1.1900840094637435,0.9217304375653157,0.0,328,0.0,0.0,0.0,0.37007693014988186,1.5385357181789905,2.4591295116772875,3.2932676272430084,0.875,0.125
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,10,downside,4.609529751688788,6.3063063063063085,1.1747254693204823,0.8252530497927069,0.0,328,0.0,0.0,0.0,0.30788177339901024,1.690886866766264,2.720808067158761,3.882739212007505,0.8810975609756098,0.11890243902439024
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,15,upside,6.79890790767704,20.099009900990094,1.4730952309709389,1.0624188723968642,0.0,328,0.0,0.0,0.043969849246230555,0.5010962951810138,1.9481991677428478,3.084191380479684,3.853825919805763,0.899390243902439,0.10060975609756098
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,15,downside,5.790848240722255,7.70925110132159,1.4069791250482595,1.0392779993353252,0.0,328,0.0,0.0,0.06256709752222145,0.4132441358286054,1.8869196037468865,3.2912863601467235,4.229955348476016,0.9085365853658537,0.09146341463414634
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,30,upside,9.61554494683089,32.47524752475248,2.015041092497038,1.3764123290338492,0.0,328,0.0,0.0,0.24825413047181003,0.6761652957305131,2.4219975999261623,4.393447993447991,5.539743181576972,0.9390243902439024,0.06097560975609756
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,30,downside,6.990536217386471,8.533653846153843,1.89114233473757,1.3669138067211928,0.0,328,0.0,0.0,0.1670843776106934,0.615613665875614,2.592818556330065,3.9981908638625105,5.654714015753924,0.9420731707317073,0.057926829268292686
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,60,upside,13.35859201191334,32.47524752475248,2.587668903420431,1.7161230850269882,0.0,264,0.0,0.0,0.3108112345691883,0.8983477404529983,3.0773257939204104,5.01892670995546,7.578775182230374,0.9431818181818182,0.056818181818181816
FIRST_CLOSED_DIP,DIP_CLOSE_FALLBACK10,60,downside,9.323788403208574,15.606936416184968,2.4740443541099215,1.8807479580680464,0.0,264,0.0,0.12248515583870301,0.3060297139244495,0.834932577997774,3.435763135601977,5.398857808009895,7.2746041885294535,0.9621212121212122,0.03787878787878788
FIRST_CLOSED_DIP,IMMEDIATE,5,upside,2.011666927120798,3.7931034482758585,0.3359868285304167,0.16012820512820714,0.0,328,0.0,0.0,0.0,0.0,0.44792851884077334,0.9191157570045364,1.465346534653463,0.6036585365853658,0.39634146341463417
