opportunity,session,selectionTime,path,reason,gateMask,rows,remainingActive,missingRegular,fullSessionEvaluable,terminalAuctionObserved,nearMorningEnd,nearAfternoonEnd,crossesLunch
2025-06-20|36240,2025-06-20,11:00,MULTI_SWING_CHOP,,NONE,170,205,37,True,True,True,False,True
2025-06-20|36470,2025-06-20,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,23,25,3,True,True,False,True,False
2025-06-20|37440,2025-06-20,10:00,MULTI_SWING_CHOP,,NONE,214,265,53,True,True,False,False,True
2025-06-20|39360,2025-06-20,10:30,MULTI_SWING_CHOP,,NONE,224,235,13,True,True,False,False,True
2025-06-20|40110,2025-06-20,09:30,MULTI_SWING_CHOP,,NONE,259,295,38,True,True,False,False,True
2025-06-20|40620,2025-06-20,13:30,MULTI_SWING_CHOP,,NONE,116,115,0,True,True,False,False,False
2025-06-20|43700,2025-06-20,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,205,199,True,True,True,False,True
2025-06-20|44120,2025-06-20,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,117,235,120,True,True,False,False,True
2025-06-20|44270,2025-06-20,09:30,MULTI_SWING_CHOP,,NONE,245,295,52,True,True,False,False,True
2025-06-20|44880,2025-06-20,11:00,MULTI_SWING_CHOP,,NONE,181,205,26,True,True,True,False,True
2025-06-20|47120,2025-06-20,10:00,PERSISTENT_WEAKNESS,,NONE,109,265,158,True,True,False,False,True
2025-06-20|51340,2025-06-20,14:30,DIRECT_CONTINUATION,,NONE,22,55,34,True,True,False,False,False
2025-06-20|55740,2025-06-20,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-06-20|58710,2025-06-20,10:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,265,254,True,True,False,False,True
2025-06-20|59550,2025-06-20,13:00,MULTI_SWING_CHOP,,NONE,136,145,10,True,True,False,False,False
2025-06-20|60220,2025-06-20,14:00,PULLBACK_RECOVERY,,NONE,47,85,39,True,True,False,False,False
2025-06-20|60720,2025-06-20,13:00,MULTI_SWING_CHOP,,NONE,113,145,33,True,True,False,False,False
2025-06-20|66660,2025-06-20,09:30,MULTI_SWING_CHOP,,NONE,222,295,75,True,True,False,False,True
2025-06-20|68670,2025-06-20,10:30,MULTI_SWING_CHOP,,NONE,170,235,67,True,True,False,False,True
2025-06-20|72410,2025-06-20,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,118,145,28,True,True,False,False,False
2025-06-20|74220,2025-06-20,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,175,161,True,True,True,False,False
2025-06-20|76030,2025-06-20,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-06-20|77690,2025-06-20,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,85,80,True,True,False,False,False
2025-06-20|80770,2025-06-20,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,35,85,51,True,True,False,False,False
2025-06-20|93270,2025-06-20,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,47,205,159,True,True,True,False,True
2025-06-20|93510,2025-06-20,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,11,115,105,True,True,False,False,False
2025-06-20|95570,2025-06-20,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,55,41,True,True,False,False,False
2025-06-23|175A0,2025-06-23,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,18,145,128,True,True,False,False,False
2025-06-23|21950,2025-06-23,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,16,115,100,True,True,False,False,False
2025-06-23|23340,2025-06-23,13:00,PULLBACK_RECOVERY,,NONE,76,145,70,True,True,False,False,False
2025-06-23|298A0,2025-06-23,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,85,78,True,True,False,False,False
2025-06-23|30700,2025-06-23,10:30,PULLBACK_RECOVERY,,NONE,118,235,119,True,True,False,False,True
2025-06-23|33060,2025-06-23,09:30,DIRECT_CONTINUATION,,NONE,43,295,254,True,True,False,False,True
2025-06-23|33330,2025-06-23,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,82,115,34,True,True,False,False,False
2025-06-23|36470,2025-06-23,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,96,235,141,True,True,False,False,True
2025-06-23|39790,2025-06-23,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,3,235,233,False,False,False,False,False
2025-06-23|41790,2025-06-23,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,55,37,True,True,False,False,False
2025-06-23|43700,2025-06-23,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,18,235,218,True,True,False,False,True
2025-06-23|44240,2025-06-23,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,14,145,132,True,True,False,False,False
2025-06-23|44880,2025-06-23,10:00,PERSISTENT_WEAKNESS,,NONE,164,265,103,True,True,False,False,True
2025-06-23|45740,2025-06-23,10:30,MULTI_SWING_CHOP,,NONE,225,235,12,True,True,False,False,True
2025-06-23|45760,2025-06-23,09:30,MULTI_SWING_CHOP,,NONE,159,295,138,True,True,False,False,True
2025-06-23|45930,2025-06-23,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-06-23|47360,2025-06-23,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,71,85,15,True,True,False,False,False
2025-06-23|50170,2025-06-23,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,42,55,14,True,True,False,False,False
2025-06-23|50330,2025-06-23,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,22,25,4,True,True,False,True,False
2025-06-23|55770,2025-06-23,13:30,MULTI_SWING_CHOP,,NONE,104,115,12,True,True,False,False,False
2025-06-23|55910,2025-06-23,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,61,145,85,True,True,False,False,False
2025-06-23|59000,2025-06-23,10:00,DIRECT_CONTINUATION,,NONE,44,265,222,True,True,False,False,True
2025-06-23|59550,2025-06-23,13:30,MULTI_SWING_CHOP,,NONE,84,115,32,True,True,False,False,False
2025-06-23|60220,2025-06-23,13:00,PULLBACK_RECOVERY,,NONE,74,145,72,True,True,False,False,False
2025-06-23|61470,2025-06-23,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,55,49,True,True,False,False,False
2025-06-23|61730,2025-06-23,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,20,25,6,True,True,False,True,False
2025-06-23|62080,2025-06-23,13:30,PERSISTENT_WEAKNESS,,NONE,110,115,6,True,True,False,False,False
2025-06-23|62310,2025-06-23,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,22,295,274,True,True,False,False,True
2025-06-23|62390,2025-06-23,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,205,191,True,True,True,False,True
2025-06-23|65660,2025-06-23,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,3,25,23,True,True,False,True,False
2025-06-23|68670,2025-06-23,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,196,295,101,True,True,False,False,True
2025-06-23|70570,2025-06-23,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,5,205,200,False,False,True,False,True
2025-06-23|70630,2025-06-23,09:30,MULTI_SWING_CHOP,,NONE,250,295,47,True,True,False,False,True
2025-06-23|73720,2025-06-23,14:30,PERSISTENT_WEAKNESS,,NONE,22,55,34,True,True,False,False,False
2025-06-23|77600,2025-06-23,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-06-23|80460,2025-06-23,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,9,175,167,True,True,True,False,False
2025-06-23|89460,2025-06-23,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,38,205,168,True,True,True,False,True
2025-06-23|91300,2025-06-23,11:00,MULTI_SWING_CHOP,,NONE,204,205,3,True,True,True,False,True
2025-06-23|92440,2025-06-23,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,63,265,203,True,True,False,False,True
2025-06-23|93270,2025-06-23,11:30,PULLBACK_RECOVERY,,NONE,36,175,140,True,True,True,False,False
2025-06-23|93530,2025-06-23,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,41,175,135,True,True,True,False,False
2025-06-23|95610,2025-06-23,10:00,MULTI_SWING_CHOP,,NONE,140,265,127,True,True,False,False,True
2025-06-23|98780,2025-06-23,10:00,MULTI_SWING_CHOP,,NONE,258,265,9,True,True,False,False,True
2025-06-23|99130,2025-06-23,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,85,80,True,True,False,False,False
2025-06-24|21950,2025-06-24,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,14,25,12,True,True,False,True,False
2025-06-24|23880,2025-06-24,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,55,37,True,True,False,False,False
2025-06-24|24590,2025-06-24,09:30,MULTI_SWING_CHOP,,NONE,263,295,34,True,True,False,False,True
2025-06-24|248A0,2025-06-24,11:00,PULLBACK_RECOVERY,,NONE,52,205,154,True,True,True,False,True
2025-06-24|25860,2025-06-24,10:00,MULTI_SWING_CHOP,,NONE,253,265,14,True,True,False,False,True
2025-06-24|26730,2025-06-24,14:00,DIRECT_CONTINUATION,,NONE,25,85,61,True,True,False,False,False
2025-06-24|276A0,2025-06-24,13:00,MULTI_SWING_CHOP,,NONE,145,145,1,True,True,False,False,False
2025-06-24|31890,2025-06-24,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,48,55,8,True,True,False,False,False
2025-06-24|33500,2025-06-24,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-06-24|336A0,2025-06-24,10:00,MULTI_SWING_CHOP,,NONE,259,265,8,True,True,False,False,True
2025-06-24|365A0,2025-06-24,10:30,MULTI_SWING_CHOP,,NONE,235,235,2,True,True,False,False,True
2025-06-24|37260,2025-06-24,13:00,MULTI_SWING_CHOP,,NONE,133,145,13,True,True,False,False,False
2025-06-24|38250,2025-06-24,13:00,MULTI_SWING_CHOP,,NONE,143,145,3,True,True,False,False,False
2025-06-24|39030,2025-06-24,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-06-24|44870,2025-06-24,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,62,115,54,True,True,False,False,False
2025-06-24|44880,2025-06-24,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,182,295,115,True,True,False,False,True
2025-06-24|45740,2025-06-24,09:30,MULTI_SWING_CHOP,,NONE,242,295,55,True,True,False,False,True
2025-06-24|52160,2025-06-24,09:30,MULTI_SWING_CHOP,,NONE,292,295,5,True,True,False,False,True
2025-06-24|52550,2025-06-24,10:00,MULTI_SWING_CHOP,,NONE,264,265,3,True,True,False,False,True
2025-06-24|56090,2025-06-24,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,25,25,1,True,True,False,True,False
2025-06-24|59500,2025-06-24,13:30,MULTI_SWING_CHOP,,NONE,102,115,14,True,True,False,False,False
2025-06-24|60490,2025-06-24,10:30,PULLBACK_RECOVERY,,NONE,69,235,168,True,True,False,False,True
2025-06-24|61770,2025-06-24,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,49,175,127,True,True,True,False,False
2025-06-24|65740,2025-06-24,10:00,MULTI_SWING_CHOP,,NONE,99,265,168,True,True,False,False,True
2025-06-24|68360,2025-06-24,14:00,MULTI_SWING_CHOP,,NONE,85,85,1,True,True,False,False,False
2025-06-24|70360,2025-06-24,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,175,169,True,True,True,False,False
2025-06-24|73560,2025-06-24,10:30,MULTI_SWING_CHOP,,NONE,186,235,51,True,True,False,False,True
2025-06-24|76030,2025-06-24,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-06-24|76250,2025-06-24,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,57,175,119,True,True,True,False,False
2025-06-24|77090,2025-06-24,13:30,PULLBACK_RECOVERY,,NONE,29,115,87,True,True,False,False,False
2025-06-24|81430,2025-06-24,11:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,73,205,133,True,True,True,False,True
2025-06-24|87830,2025-06-24,10:00,MULTI_SWING_CHOP,,NONE,234,265,33,True,True,False,False,True
2025-06-24|87980,2025-06-24,11:00,PULLBACK_RECOVERY,,NONE,73,205,134,True,True,True,False,True
2025-06-24|93270,2025-06-24,11:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,79,205,127,True,True,True,False,True
2025-06-24|98780,2025-06-24,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,23,25,3,True,True,False,True,False
2025-06-25|175A0,2025-06-25,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,25,265,242,True,True,False,False,True
2025-06-25|184A0,2025-06-25,10:00,MULTI_SWING_CHOP,,NONE,246,265,21,True,True,False,False,True
2025-06-25|27210,2025-06-25,13:30,MULTI_SWING_CHOP,,NONE,113,115,3,True,True,False,False,False
2025-06-25|288A0,2025-06-25,11:00,PULLBACK_RECOVERY,,NONE,78,205,129,True,True,True,False,True
2025-06-25|29810,2025-06-25,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,4,25,22,True,True,False,True,False
2025-06-25|30700,2025-06-25,10:30,PULLBACK_RECOVERY,,NONE,87,235,149,True,True,False,False,True
2025-06-25|31890,2025-06-25,09:30,MULTI_SWING_CHOP,,NONE,279,295,18,True,True,False,False,True
2025-06-25|319A0,2025-06-25,09:30,MULTI_SWING_CHOP,,NONE,236,295,61,True,True,False,False,True
2025-06-25|33500,2025-06-25,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,267,265,0,True,True,False,False,True
2025-06-25|341A0,2025-06-25,09:30,MULTI_SWING_CHOP,,NONE,286,295,11,True,True,False,False,True
2025-06-25|366A0,2025-06-25,11:30,MULTI_SWING_CHOP,,NONE,172,175,4,True,True,True,False,False
2025-06-25|36910,2025-06-25,13:30,MULTI_SWING_CHOP,,NONE,108,115,8,True,True,False,False,False
2025-06-25|37440,2025-06-25,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,25,55,31,True,True,False,False,False
2025-06-25|39030,2025-06-25,10:30,MULTI_SWING_CHOP,,NONE,237,235,0,True,True,False,False,True
2025-06-25|39050,2025-06-25,09:30,MULTI_SWING_CHOP,,NONE,292,295,5,True,True,False,False,True
2025-06-25|39360,2025-06-25,11:00,MULTI_SWING_CHOP,,NONE,204,205,3,True,True,True,False,True
2025-06-25|40560,2025-06-25,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,1,55,55,True,True,False,False,False
2025-06-25|43810,2025-06-25,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,4,25,22,True,True,False,True,False
2025-06-25|45840,2025-06-25,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-06-25|49350,2025-06-25,11:00,MULTI_SWING_CHOP,,NONE,198,205,9,True,True,True,False,True
2025-06-25|52160,2025-06-25,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,230,265,37,True,True,False,False,True
2025-06-25|55770,2025-06-25,14:00,PULLBACK_RECOVERY,,NONE,49,85,37,True,True,False,False,False
2025-06-25|56090,2025-06-25,11:00,PULLBACK_RECOVERY,,NONE,58,205,148,True,True,True,False,True
2025-06-25|57210,2025-06-25,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,237,235,0,True,True,False,False,True
2025-06-25|58700,2025-06-25,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,55,48,True,True,False,False,False
2025-06-25|60610,2025-06-25,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,175,168,True,True,True,False,False
2025-06-25|64590,2025-06-25,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,28,145,118,True,True,False,False,False
2025-06-25|65730,2025-06-25,14:00,MULTI_SWING_CHOP,,NONE,74,85,12,True,True,False,False,False
2025-06-25|66590,2025-06-25,11:30,MULTI_SWING_CHOP,,NONE,164,175,12,True,True,True,False,False
2025-06-25|69860,2025-06-25,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,54,55,2,True,True,False,False,False
2025-06-25|70460,2025-06-25,10:30,MULTI_SWING_CHOP,,NONE,205,235,32,True,True,False,False,True
2025-06-25|70620,2025-06-25,10:00,DIRECT_CONTINUATION,,NONE,34,265,233,True,True,False,False,True
2025-06-25|73560,2025-06-25,11:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,112,175,64,True,True,True,False,False
2025-06-25|73620,2025-06-25,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,4,145,141,False,False,False,False,False
2025-06-25|74810,2025-06-25,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,16,235,220,True,True,False,False,True
2025-06-25|77330,2025-06-25,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-06-25|86990,2025-06-25,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,41,115,75,True,True,False,False,False
2025-06-25|98780,2025-06-25,11:00,MULTI_SWING_CHOP,,NONE,182,205,25,True,True,True,False,True
2025-06-26|148A0,2025-06-26,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,55,43,True,True,False,False,False
2025-06-26|27210,2025-06-26,09:30,MULTI_SWING_CHOP,,NONE,168,295,129,True,True,False,False,True
2025-06-26|27960,2025-06-26,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,57,85,29,True,True,False,False,False
2025-06-26|288A0,2025-06-26,10:00,MULTI_SWING_CHOP,,NONE,84,265,183,True,True,False,False,True
2025-06-26|341A0,2025-06-26,10:00,MULTI_SWING_CHOP,,NONE,266,265,1,True,True,False,False,True
2025-06-26|366A0,2025-06-26,11:00,MULTI_SWING_CHOP,,NONE,200,205,7,True,True,True,False,True
2025-06-26|36910,2025-06-26,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,96,235,141,True,True,False,False,True
2025-06-26|37440,2025-06-26,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,67,265,200,True,True,False,False,True
2025-06-26|39050,2025-06-26,11:00,MULTI_SWING_CHOP,,NONE,206,205,1,True,True,True,False,True
2025-06-26|39360,2025-06-26,11:00,MULTI_SWING_CHOP,,NONE,183,205,24,True,True,True,False,True
2025-06-26|42400,2025-06-26,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,23,205,183,True,True,True,False,True
2025-06-26|45840,2025-06-26,13:00,MULTI_SWING_CHOP,,NONE,144,145,2,True,True,False,False,False
2025-06-26|45980,2025-06-26,13:00,MULTI_SWING_CHOP,,NONE,135,145,11,True,True,False,False,False
2025-06-26|48290,2025-06-26,09:30,MULTI_SWING_CHOP,,NONE,181,295,116,True,True,False,False,True
2025-06-26|51360,2025-06-26,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-06-26|51370,2025-06-26,10:00,PERSISTENT_WEAKNESS,,NONE,90,265,176,True,True,False,False,True
2025-06-26|52550,2025-06-26,10:00,MULTI_SWING_CHOP,,NONE,260,265,7,True,True,False,False,True
2025-06-26|55770,2025-06-26,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,76,175,100,True,True,True,False,False
2025-06-26|59820,2025-06-26,11:30,PERSISTENT_WEAKNESS,,NONE,23,175,153,True,True,True,False,False
2025-06-26|60160,2025-06-26,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-06-26|60180,2025-06-26,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,62,145,84,True,True,False,False,False
2025-06-26|60220,2025-06-26,11:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,113,175,63,True,True,True,False,False
2025-06-26|60720,2025-06-26,11:30,MULTI_SWING_CHOP,,NONE,171,175,5,True,True,True,False,False
2025-06-26|70140,2025-06-26,14:30,PERSISTENT_WEAKNESS,,NONE,56,55,0,True,True,False,False,False
2025-06-26|70360,2025-06-26,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,85,82,True,True,False,False,False
2025-06-26|70440,2025-06-26,13:00,PULLBACK_RECOVERY,,NONE,98,145,48,True,True,False,False,False
2025-06-26|70460,2025-06-26,09:30,MULTI_SWING_CHOP,,NONE,138,295,159,True,True,False,False,True
2025-06-26|70620,2025-06-26,09:30,PULLBACK_RECOVERY,,NONE,37,295,259,True,True,False,False,True
2025-06-26|70690,2025-06-26,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,55,49,True,True,False,False,False
2025-06-26|71150,2025-06-26,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,93,235,144,True,True,False,False,True
2025-06-26|73560,2025-06-26,10:30,PULLBACK_RECOVERY,,NONE,183,235,54,True,True,False,False,True
2025-06-26|73590,2025-06-26,13:30,MULTI_SWING_CHOP,,NONE,109,115,7,True,True,False,False,False
2025-06-26|76950,2025-06-26,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,85,67,True,True,False,False,False
2025-06-26|79860,2025-06-26,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,235,232,True,True,False,False,True
2025-06-26|81430,2025-06-26,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,45,145,101,True,True,False,False,False
2025-06-26|92400,2025-06-26,09:30,MULTI_SWING_CHOP,,NONE,127,295,170,True,True,False,False,True
2025-06-26|95530,2025-06-26,13:30,MULTI_SWING_CHOP,,NONE,113,115,3,True,True,False,False,False
2025-06-27|17680,2025-06-27,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,235,221,True,True,False,False,True
2025-06-27|23340,2025-06-27,10:00,MULTI_SWING_CHOP,,NONE,201,265,66,True,True,False,False,True
2025-06-27|248A0,2025-06-27,10:30,DIRECT_CONTINUATION,,NONE,30,235,207,True,True,False,False,True
2025-06-27|264A0,2025-06-27,13:30,MULTI_SWING_CHOP,,NONE,116,115,0,True,True,False,False,False
2025-06-27|276A0,2025-06-27,11:00,MULTI_SWING_CHOP,,NONE,148,205,59,True,True,True,False,True
2025-06-27|298A0,2025-06-27,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,20,145,126,True,True,False,False,False
2025-06-27|31890,2025-06-27,09:30,MULTI_SWING_CHOP,,NONE,220,295,77,True,True,False,False,True
2025-06-27|366A0,2025-06-27,14:00,MULTI_SWING_CHOP,,NONE,85,85,1,True,True,False,False,False
2025-06-27|36700,2025-06-27,09:30,MULTI_SWING_CHOP,,NONE,98,295,198,True,True,False,False,True
2025-06-27|369A0,2025-06-27,11:30,MULTI_SWING_CHOP,,NONE,176,175,0,True,True,True,False,False
2025-06-27|39050,2025-06-27,10:30,MULTI_SWING_CHOP,,NONE,235,235,2,True,True,False,False,True
2025-06-27|39070,2025-06-27,14:30,PERSISTENT_WEAKNESS,,NONE,43,55,13,True,True,False,False,False
2025-06-27|39130,2025-06-27,09:30,MULTI_SWING_CHOP,,NONE,211,295,86,True,True,False,False,True
2025-06-27|43690,2025-06-27,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,78,85,8,True,True,False,False,False
2025-06-27|43930,2025-06-27,11:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,175,205,32,True,True,True,False,True
2025-06-27|44160,2025-06-27,11:00,MULTI_SWING_CHOP,,NONE,89,205,118,True,True,True,False,True
2025-06-27|47610,2025-06-27,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,205,187,True,True,True,False,True
2025-06-27|51310,2025-06-27,11:30,MULTI_SWING_CHOP,,NONE,176,175,0,True,True,True,False,False
2025-06-27|51360,2025-06-27,11:00,PULLBACK_RECOVERY,,NONE,147,205,60,True,True,True,False,True
2025-06-27|52790,2025-06-27,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,175,157,True,True,True,False,False
2025-06-27|56190,2025-06-27,10:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,265,260,True,True,False,False,True
2025-06-27|59870,2025-06-27,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,2,115,113,False,False,False,False,False
2025-06-27|60220,2025-06-27,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,84,265,182,True,True,False,False,True
2025-06-27|61770,2025-06-27,13:00,MULTI_SWING_CHOP,,NONE,109,145,37,True,True,False,False,False
2025-06-27|65730,2025-06-27,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
