observedAt,row,date,time,open,high,low,close,volume
2026-09-15 11:16:05.992,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:06.023,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:06.055,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:06.087,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:06.118,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:06.147,124,2026/09/15,11:15,3021,3021,3019,3020,26000
2026-09-15 11:16:06.523,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:06.645,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:06.673,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:06.700,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:06.726,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:06.753,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:06.781,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:06.808,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:06.834,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:06.862,124,2026/09/15,11:15,3021,3021,3019,3020,26000
2026-09-15 11:16:07.223,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:07.248,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:07.274,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:07.299,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:07.325,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:07.351,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:07.377,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:07.404,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:07.430,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:07.457,124,2026/09/15,11:15,3021,3021,3019,3020,26400
2026-09-15 11:16:07.817,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:07.841,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:07.865,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:07.889,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:07.914,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:08.028,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:08.053,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:08.080,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:08.106,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:08.131,124,2026/09/15,11:15,3021,3021,3019,3020,26400
2026-09-15 11:16:08.475,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:08.501,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:08.529,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:08.559,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:08.585,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:08.612,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:08.639,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:08.666,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:08.693,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:08.721,124,2026/09/15,11:15,3021,3021,3019,3020,26400
2026-09-15 11:16:09.070,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:09.099,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:09.125,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:09.151,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:09.178,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:09.204,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:09.232,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:09.258,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:09.284,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:09.408,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:09.769,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:09.795,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:09.820,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:09.846,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:09.872,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:09.898,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:09.924,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:09.951,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:09.979,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:10.004,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:10.362,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:10.386,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:10.411,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:10.436,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:10.462,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:10.487,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:10.513,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:10.540,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:10.567,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:10.593,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:10.936,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:10.960,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:10.986,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:11.110,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:11.136,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:11.164,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:11.192,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:11.218,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:11.245,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:11.270,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:11.621,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:11.646,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:11.673,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:11.698,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:11.723,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:11.749,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:11.777,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:11.800,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:11.827,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:11.852,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:12.196,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:12.220,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:12.246,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:12.269,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:12.296,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:12.320,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:12.346,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:12.465,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:12.491,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:12.518,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:12.867,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:12.892,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:12.917,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:12.943,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:12.968,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:12.992,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:13.017,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:13.043,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:13.068,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:13.094,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:13.446,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:13.473,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:13.496,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:13.520,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:13.547,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:13.571,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:13.598,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:13.622,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:13.648,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:13.674,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:14.025,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:14.145,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:14.170,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:14.196,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:14.223,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:14.249,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:14.274,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:14.301,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:14.327,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:14.353,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:14.713,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:14.738,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:14.765,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:14.792,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:14.818,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:14.845,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:14.872,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:14.899,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:14.924,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:14.953,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:15.301,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:15.324,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:15.349,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:15.374,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:15.400,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:15.515,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:15.542,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:15.567,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:15.596,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:15.624,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:15.977,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:16.002,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:16.026,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:16.052,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:16.076,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:16.101,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:16.127,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:16.152,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:16.177,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:16.202,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:16.554,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:16.579,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:16.606,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:16.631,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:16.658,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:16.684,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:16.709,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:16.736,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:16.763,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:16.885,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:17.242,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:17.266,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:17.292,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:17.315,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:17.342,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:17.365,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:17.391,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:17.416,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:17.442,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:17.468,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:17.815,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:17.840,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:17.865,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:17.891,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:17.916,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:17.940,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:17.966,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:17.990,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:18.015,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:18.040,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:18.366,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:18.390,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:18.415,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:18.536,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:18.562,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:18.588,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:18.614,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:18.640,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:18.668,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:18.693,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:19.052,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:19.077,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:19.103,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:19.128,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:19.153,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:19.178,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:19.203,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:19.229,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:19.254,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:19.280,124,2026/09/15,11:15,3021,3021,3019,3020,38700
2026-09-15 11:16:19.629,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:19.653,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:19.680,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:19.704,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:19.731,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:19.757,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:19.783,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:19.905,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:19.931,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:19.958,124,2026/09/15,11:15,3021,3021,3019,3021,38900
2026-09-15 11:16:20.315,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:20.341,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:20.365,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:20.390,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:20.415,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:20.440,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:20.467,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:20.493,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:20.518,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:20.546,124,2026/09/15,11:15,3021,3021,3019,3021,38900
2026-09-15 11:16:20.890,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:20.917,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:20.941,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:20.967,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:20.993,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:21.018,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:21.046,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:21.071,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:21.096,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:21.121,124,2026/09/15,11:15,3021,3021,3019,3021,38900
2026-09-15 11:16:21.470,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:21.590,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:21.614,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:21.641,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:21.666,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:21.692,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:21.718,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:21.744,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:21.769,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:21.796,124,2026/09/15,11:15,3021,3021,3019,3021,39000
2026-09-15 11:16:22.147,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:22.172,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:22.196,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:22.220,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:22.245,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:22.268,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:22.295,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:22.319,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:22.345,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:22.371,124,2026/09/15,11:15,3021,3021,3019,3021,39000
2026-09-15 11:16:22.725,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:22.748,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:22.773,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:22.798,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:22.824,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:22.938,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:22.964,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:22.991,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:23.016,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:23.043,124,2026/09/15,11:15,3021,3021,3019,3021,39000
2026-09-15 11:16:23.397,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:23.421,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:23.445,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:23.467,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:23.493,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:23.517,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:23.541,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:23.566,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:23.590,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:23.617,124,2026/09/15,11:15,3021,3021,3019,3021,39000
2026-09-15 11:16:23.961,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:23.986,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:24.012,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:24.036,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:24.063,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:24.089,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:24.115,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:24.143,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:24.169,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:24.292,124,2026/09/15,11:15,3021,3021,3019,3021,39000
2026-09-15 11:16:24.645,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:24.671,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:24.697,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:24.722,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:24.748,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:24.775,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:24.800,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:24.828,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:24.852,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:24.879,124,2026/09/15,11:15,3021,3021,3019,3021,39000
2026-09-15 11:16:25.224,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:25.249,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:25.274,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:25.299,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:25.326,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:25.351,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:25.378,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:25.403,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:25.428,123,2026/09/15,11:10,3020,3021,3019,3020,85700
2026-09-15 11:16:25.454,124,2026/09/15,11:15,3021,3021,3019,3021,39000
2026-09-15 11:16:25.804,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:16:25.829,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:16:25.854,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:16:25.978,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:16:26.004,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:16:26.030,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:16:26.055,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:16:26.082,122,2026/09/15,11:05,3020,3022,3019,3020,191500
2026-09-15 11:16:26.109,123,2026/09/15,11:10,3020,3021,3019,3020,85700
