lane,trait,tier,status,pairedSymbols,raw,incremental,CI_low,CI_high,q,calibration,tailRaw,tailIncremental,failedGates,diagnosticCategories
daily,value_O30,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,value_AM,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,value_PM1,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,value_PM2,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,value_CL,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:INDICATION|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,hod_o30,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,lod_o30,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,lod_before_hod,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,lag15,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,variance_ratio,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,or_break,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,or_follow,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,or_fail,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,pdh_break,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,pdl_reclaim,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,vwap_reclaim,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,swing_amplitude,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,swing_duration,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,pullback_depth,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:CONFIRMED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,selloff_rebound,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,rally_giveback,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,volume_O30,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_O30,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,volume_AM,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_AM,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,volume_PM1,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_PM1,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,volume_PM2,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_PM2,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,volume_CL,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:INDICATION|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_CL,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:INDICATION|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,hod_AM,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,hod_PM1,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,hod_PM2,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,hod_CL,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:INDICATION|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,lod_AM,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,lod_PM1,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,lod_PM2,intraday,INSUFFICIENT,0,,,,,1.0,,,,PAIRED_SAMPLE_BELOW100,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:CONFIRMED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
